"","DIA","MES","ANIO","HORA","CO_CENTENARIO","NO2_CENTENARIO","PM10_CENTENARIO","CO_CORDOBA","NO2_CORDOBA","PM10_CORDOBA","CO_LA_BOCA","NO2_LA_BOCA","PM10_LA_BOCA"
"1112",19,"Feb",2017,8,0.42,24,21,NA,NA,NA,0.86,18,34
"1113",19,"Feb",2017,9,0.43,29,22,NA,NA,NA,0.87,24,35
"1114",19,"Feb",2017,10,0.41,21,22,NA,NA,NA,0.86,20,35
"1115",19,"Feb",2017,11,0.38,13,23,NA,NA,NA,0.84,17,35
"1116",19,"Feb",2017,12,0.35,10,23,NA,NA,NA,0.77,25,34
"1117",19,"Feb",2017,13,0.33,12,24,NA,NA,NA,0.71,22,34
"1118",19,"Feb",2017,14,0.31,11,24,NA,NA,NA,0.64,15,35
"1119",19,"Feb",2017,15,0.26,11,24,NA,NA,NA,0.55,13,35
"1120",19,"Feb",2017,16,0.2,10,23,NA,NA,NA,0.46,12,35
"1121",19,"Feb",2017,17,0.15,12,23,NA,NA,NA,0.39,11,35
"1122",19,"Feb",2017,18,0.14,11,23,NA,NA,NA,0.35,9,34
"1123",19,"Feb",2017,19,0.14,15,23,NA,NA,NA,0.36,11,34
"1124",19,"Feb",2017,20,0.17,21,23,NA,NA,NA,0.38,14,35
"1125",19,"Feb",2017,21,0.19,26,22,NA,NA,NA,0.43,26,35
"1126",19,"Feb",2017,22,0.24,28,22,NA,NA,NA,0.49,29,36
"1127",19,"Feb",2017,23,0.28,28,22,NA,NA,NA,0.53,27,35
"1128",19,"Feb",2017,24,0.29,23,22,NA,NA,NA,0.54,21,38
"1129",20,"Feb",2017,1,0.3,13,22,NA,NA,NA,0.57,16,42
"1130",20,"Feb",2017,2,0.3,10,21,NA,NA,NA,0.62,15,40
"1131",20,"Feb",2017,3,0.28,8,21,NA,NA,NA,0.63,15,38
"1132",20,"Feb",2017,4,0.25,7,20,NA,NA,NA,0.63,18,36
"1133",20,"Feb",2017,5,0.21,8,19,NA,NA,NA,0.64,16,36
"1134",20,"Feb",2017,6,0.15,15,19,NA,NA,NA,0.63,18,35
"1135",20,"Feb",2017,7,0.13,21,18,NA,NA,NA,0.67,17,34
"1136",20,"Feb",2017,8,0.16,25,18,NA,NA,NA,0.74,19,32
"1137",20,"Feb",2017,9,0.2,25,18,NA,NA,NA,0.79,20,31
"1138",20,"Feb",2017,10,0.25,26,18,NA,NA,NA,0.82,20,31
"1139",20,"Feb",2017,11,0.28,25,18,NA,NA,NA,0.85,20,31
"1140",20,"Feb",2017,12,0.32,28,18,NA,NA,NA,0.87,27,35
"1141",20,"Feb",2017,13,0.36,31,19,NA,NA,NA,0.88,23,34
"1142",20,"Feb",2017,14,0.4,27,20,NA,NA,NA,0.86,15,34
"1143",20,"Feb",2017,15,0.4,18,20,NA,38,NA,0.83,15,33
"1144",20,"Feb",2017,16,0.38,22,20,NA,36,NA,0.76,11,33
"1145",20,"Feb",2017,17,0.35,20,20,NA,31,NA,0.71,13,33
"1146",20,"Feb",2017,18,0.33,20,20,NA,27,NA,0.67,11,32
"1147",20,"Feb",2017,19,0.32,23,20,NA,35,NA,0.68,17,33
"1148",20,"Feb",2017,20,0.34,59,20,2.18,79,NA,0.68,20,35
"1149",20,"Feb",2017,21,0.35,47,21,2.19,67,NA,0.69,30,36
"1150",20,"Feb",2017,22,0.37,39,21,2.19,38,NA,0.71,33,35
"1151",20,"Feb",2017,23,0.38,28,21,2.2,38,NA,0.72,22,44
"1152",20,"Feb",2017,24,0.38,30,20,2.19,38,NA,0.72,20,43
"1153",21,"Feb",2017,1,0.37,33,20,2.16,25,NA,0.69,18,40
"1154",21,"Feb",2017,2,0.35,18,20,2.14,25,NA,0.64,16,48
"1155",21,"Feb",2017,3,0.33,16,21,2.09,22,NA,0.55,18,54
"1156",21,"Feb",2017,4,0.29,16,21,2.03,13,NA,0.48,17,54
"1157",21,"Feb",2017,5,0.25,15,21,1.99,11,NA,0.4,14,54
"1158",21,"Feb",2017,6,0.2,18,21,1.97,11,NA,0.35,14,54
"1159",21,"Feb",2017,7,0.21,22,22,1.97,16,NA,0.32,15,57
"1160",21,"Feb",2017,8,0.22,22,21,1.98,14,NA,0.32,14,65
"1161",21,"Feb",2017,9,0.27,27,21,2.01,20,NA,0.34,13,67
"1162",21,"Feb",2017,10,0.33,31,21,2.07,23,NA,0.38,13,70
"1163",21,"Feb",2017,11,0.39,32,21,2.15,30,NA,0.41,13,70
"1164",21,"Feb",2017,12,0.45,35,21,2.21,28,NA,0.44,22,68
"1165",21,"Feb",2017,13,0.48,28,22,2.25,18,24,0.47,24,69
"1166",21,"Feb",2017,14,0.51,22,21,2.29,NA,24,0.46,24,69
"1167",21,"Feb",2017,15,0.5,20,21,2.33,NA,24,0.43,22,72
"1168",21,"Feb",2017,16,0.49,21,22,NA,NA,24,0.38,19,74
"1169",21,"Feb",2017,17,0.46,24,22,NA,NA,24,0.35,18,79
"1170",21,"Feb",2017,18,0.43,31,24,NA,NA,24,0.32,19,87
"1171",21,"Feb",2017,19,0.41,24,24,NA,NA,24,0.33,35,87
"1172",21,"Feb",2017,20,0.4,30,23,NA,NA,NA,0.37,37,84
"1173",21,"Feb",2017,21,0.41,27,22,NA,NA,NA,0.39,39,84
"1174",21,"Feb",2017,22,0.43,27,21,NA,NA,NA,0.42,24,82
"1175",21,"Feb",2017,23,0.43,28,21,NA,NA,NA,0.48,13,75
"1176",21,"Feb",2017,24,0.44,29,21,NA,NA,NA,0.53,13,72
"1177",22,"Feb",2017,1,0.45,26,21,NA,NA,NA,0.57,11,70
"1178",22,"Feb",2017,2,0.43,22,21,NA,NA,NA,0.6,10,61
"1179",22,"Feb",2017,3,0.41,27,21,NA,NA,NA,0.6,9,54
"1180",22,"Feb",2017,4,0.37,28,21,NA,NA,NA,0.55,12,55
"1181",22,"Feb",2017,5,0.34,23,21,NA,NA,NA,0.53,16,57
"1182",22,"Feb",2017,6,0.32,26,21,NA,NA,NA,0.54,19,55
"1183",22,"Feb",2017,7,0.32,27,21,NA,NA,NA,0.54,40,53
"1184",22,"Feb",2017,8,0.34,28,21,NA,NA,NA,0.56,39,45
"1185",22,"Feb",2017,9,0.36,30,22,NA,NA,NA,0.57,22,45
"1186",22,"Feb",2017,10,0.38,26,21,NA,NA,NA,0.58,18,43
"1187",22,"Feb",2017,11,0.4,30,21,NA,NA,NA,0.6,23,42
"1188",22,"Feb",2017,12,0.44,32,21,NA,NA,NA,0.61,34,40
"1189",22,"Feb",2017,13,0.46,33,20,NA,NA,NA,0.94,41,42
"1190",22,"Feb",2017,14,0.47,24,21,NA,NA,NA,0.94,45,44
"1191",22,"Feb",2017,15,0.46,26,21,NA,NA,NA,0.94,39,42
"1192",22,"Feb",2017,16,0.43,28,20,NA,NA,NA,0.92,40,42
"1193",22,"Feb",2017,17,0.42,31,20,NA,NA,NA,0.93,38,40
"1194",22,"Feb",2017,18,0.44,32,19,NA,NA,NA,0.97,43,38
"1195",22,"Feb",2017,19,0.42,29,21,NA,NA,NA,1,40,42
"1196",22,"Feb",2017,20,0.43,34,21,NA,NA,NA,1.04,46,43
"1197",22,"Feb",2017,21,0.48,38,21,NA,26,NA,0.78,39,42
"1198",22,"Feb",2017,22,0.57,39,22,NA,35,NA,0.85,60,43
"1199",22,"Feb",2017,23,0.66,37,23,NA,39,NA,0.94,33,40
"1200",22,"Feb",2017,24,0.78,37,23,NA,40,NA,1.04,26,41
"1201",23,"Feb",2017,1,0.85,36,24,NA,35,NA,1.01,24,45
"1202",23,"Feb",2017,2,0.89,32,25,2.53,28,NA,0.92,26,48
"1203",23,"Feb",2017,3,0.89,30,26,2.51,16,NA,0.81,21,50
"1204",23,"Feb",2017,4,0.86,23,26,2.49,18,NA,0.74,20,50
"1205",23,"Feb",2017,5,0.8,26,26,2.6,19,NA,0.67,19,49
"1206",23,"Feb",2017,6,0.72,28,27,2.56,22,NA,0.58,15,50
"1207",23,"Feb",2017,7,0.66,31,27,2.52,26,NA,0.5,14,49
"1208",23,"Feb",2017,8,0.61,37,28,2.51,29,NA,0.47,15,48
"1209",23,"Feb",2017,9,0.57,37,29,2.53,33,NA,0.51,17,47
"1210",23,"Feb",2017,10,0.57,41,30,2.6,38,NA,0.58,20,49
"1211",23,"Feb",2017,11,0.61,36,30,2.65,36,NA,0.63,22,50
"1212",23,"Feb",2017,12,0.68,34,32,2.73,39,NA,0.64,22,51
"1213",23,"Feb",2017,13,0.69,28,32,2.82,38,NA,0.62,20,49
"1214",23,"Feb",2017,14,0.68,24,31,2.93,36,NA,0.58,20,46
"1215",23,"Feb",2017,15,0.65,27,32,3.01,38,NA,0.51,27,46
"1216",23,"Feb",2017,16,0.58,26,32,3.04,36,NA,0.41,16,44
"1217",23,"Feb",2017,17,0.53,27,32,3.14,38,22,0.33,7,43
"1218",23,"Feb",2017,18,0.49,25,32,3.21,33,23,0.27,8,39
"1219",23,"Feb",2017,19,0.47,30,31,3.34,36,24,0.24,10,36
"1220",23,"Feb",2017,20,0.43,33,32,3.31,34,26,0.22,15,36
"1221",23,"Feb",2017,21,0.43,32,33,3.05,32,27,0.22,22,36
"1222",23,"Feb",2017,22,0.47,35,34,2.78,33,27,0.24,37,36
"1223",23,"Feb",2017,23,0.49,34,34,2.49,31,28,0.28,56,36
"1224",23,"Feb",2017,24,0.51,38,34,2.21,30,30,0.34,41,41
"1225",24,"Feb",2017,1,0.52,38,35,1.88,31,31,0.38,35,41
"1226",24,"Feb",2017,2,0.52,34,35,1.54,28,31,0.39,29,38
"1227",24,"Feb",2017,3,0.5,27,36,1.16,29,33,0.42,27,39
"1228",24,"Feb",2017,4,0.45,23,37,0.93,NA,34,0.45,24,42
"1229",24,"Feb",2017,5,0.41,21,37,0.89,NA,34,0.47,21,44
"1230",24,"Feb",2017,6,0.37,23,37,NA,NA,35,0.5,20,44
"1231",24,"Feb",2017,7,0.4,26,37,NA,NA,36,0.51,13,45
"1232",24,"Feb",2017,8,0.4,25,37,NA,NA,37,0.52,13,52
"1233",24,"Feb",2017,9,0.45,36,37,NA,NA,38,0.57,16,55
"1234",24,"Feb",2017,10,0.51,49,38,NA,NA,NA,0.64,23,59
"1235",24,"Feb",2017,11,0.54,49,38,NA,NA,NA,0.65,18,59
"1236",24,"Feb",2017,12,0.61,NA,37,NA,NA,NA,0.64,15,59
"1237",24,"Feb",2017,13,0.66,NA,37,NA,NA,NA,0.64,15,59
"1238",24,"Feb",2017,14,0.69,30,38,NA,29,NA,0.6,11,59
"1239",24,"Feb",2017,15,0.68,28,38,NA,31,NA,0.56,11,58
"1240",24,"Feb",2017,16,0.67,29,39,NA,35,NA,0.49,10,58
"1241",24,"Feb",2017,17,0.62,25,39,NA,35,NA,0.39,11,56
"1242",24,"Feb",2017,18,0.55,28,39,NA,35,NA,0.34,11,55
"1243",24,"Feb",2017,19,0.55,24,39,NA,41,NA,0.32,13,57
"1244",24,"Feb",2017,20,0.52,26,39,NA,30,NA,0.32,16,58
"1245",24,"Feb",2017,21,0.52,21,38,1.14,26,NA,0.29,21,59
"1246",24,"Feb",2017,22,0.5,16,38,1.09,21,NA,0.3,26,59
"1247",24,"Feb",2017,23,0.48,13,37,1.06,19,NA,0.31,26,61
"1248",24,"Feb",2017,24,0.46,10,36,1.01,18,NA,0.31,28,55
"1249",25,"Feb",2017,1,0.44,10,34,0.98,18,NA,0.35,23,54
"1250",25,"Feb",2017,2,0.42,8,33,0.94,15,NA,0.36,23,53
"1251",25,"Feb",2017,3,0.4,15,31,0.85,15,NA,0.39,20,50
"1252",25,"Feb",2017,4,0.38,19,30,0.81,15,NA,0.43,18,47
"1253",25,"Feb",2017,5,0.37,15,30,0.77,19,NA,0.47,9,45
"1254",25,"Feb",2017,6,0.37,17,29,0.75,14,NA,0.53,7,45
"1255",25,"Feb",2017,7,0.38,20,29,0.74,20,NA,0.59,7,44
"1256",25,"Feb",2017,8,0.42,25,28,0.79,26,NA,0.66,11,39
"1257",25,"Feb",2017,9,0.47,29,28,0.79,23,NA,0.69,21,36
"1258",25,"Feb",2017,10,0.5,26,26,0.8,27,NA,0.72,22,31
"1259",25,"Feb",2017,11,0.53,29,25,0.82,34,18,0.75,25,32
"1260",25,"Feb",2017,12,0.54,17,25,0.86,41,20,0.74,25,34
"1261",25,"Feb",2017,13,0.54,18,25,0.89,61,21,0.74,24,34
"1262",25,"Feb",2017,14,0.55,44,25,0.91,56,23,0.72,21,35
"1263",25,"Feb",2017,15,0.56,38,26,0.9,34,24,0.7,20,36
"1264",25,"Feb",2017,16,0.53,36,26,0.83,34,24,0.67,18,37
"1265",25,"Feb",2017,17,0.5,45,27,0.79,40,25,0.63,18,39
"1266",25,"Feb",2017,18,0.48,53,28,0.76,43,26,0.59,17,41
"1267",25,"Feb",2017,19,0.46,24,28,0.73,26,27,0.56,18,41
"1268",25,"Feb",2017,20,0.47,22,28,0.72,32,28,0.52,19,42
"1269",25,"Feb",2017,21,0.48,24,28,0.7,28,29,0.51,20,40
"1270",25,"Feb",2017,22,0.48,22,28,0.71,32,28,0.51,22,40
"1271",25,"Feb",2017,23,0.48,24,28,0.71,22,28,0.49,24,38
"1272",25,"Feb",2017,24,0.49,21,28,0.72,23,31,0.49,31,40
"1273",26,"Feb",2017,1,0.49,26,28,0.77,27,32,0.48,30,41
"1274",26,"Feb",2017,2,0.51,36,29,0.77,21,33,0.46,26,45
"1275",26,"Feb",2017,3,0.5,24,29,0.75,17,33,0.46,23,45
"1276",26,"Feb",2017,4,0.49,15,30,0.72,12,35,0.47,22,46
"1277",26,"Feb",2017,5,0.48,10,30,0.68,17,36,0.44,20,47
"1278",26,"Feb",2017,6,0.46,12,30,0.63,11,37,0.43,17,49
"1279",26,"Feb",2017,7,0.44,14,30,0.59,9,37,0.43,13,48
"1280",26,"Feb",2017,8,0.43,12,30,0.54,9,37,0.42,12,46
"1281",26,"Feb",2017,9,0.42,9,29,0.47,5,36,0.41,12,47
"1282",26,"Feb",2017,10,0.39,7,28,0.42,4,37,0.4,12,46
"1283",26,"Feb",2017,11,0.39,7,28,0.4,6,35,0.41,12,46
"1284",26,"Feb",2017,12,0.38,10,28,0.38,5,34,0.41,10,45
"1285",26,"Feb",2017,13,0.39,8,26,0.39,4,32,0.41,10,45
"1286",26,"Feb",2017,14,0.39,7,25,0.41,6,31,0.38,9,44
"1287",26,"Feb",2017,15,0.38,8,23,0.44,13,28,0.36,9,43
"1288",26,"Feb",2017,16,0.37,7,23,0.46,16,29,0.33,7,42
"1289",26,"Feb",2017,17,0.37,7,21,0.49,16,27,0.32,6,40
"1290",26,"Feb",2017,18,0.38,10,20,0.51,15,26,0.34,7,40
"1291",26,"Feb",2017,19,0.38,11,19,0.54,14,26,0.34,7,38
"1292",26,"Feb",2017,20,0.4,19,19,0.56,12,25,0.36,8,36
"1293",26,"Feb",2017,21,0.43,22,19,0.59,13,24,0.4,8,38
"1294",26,"Feb",2017,22,0.45,18,20,0.61,17,26,0.46,10,44
"1295",26,"Feb",2017,23,0.47,16,20,0.63,13,26,0.5,9,45
"1296",26,"Feb",2017,24,0.48,13,20,0.65,11,23,0.53,10,43
"1297",27,"Feb",2017,1,0.49,10,20,0.65,8,22,0.58,10,39
"1298",27,"Feb",2017,2,0.49,8,19,0.64,5,21,0.6,11,36
"1299",27,"Feb",2017,3,0.48,7,19,0.63,5,21,0.6,11,37
"1300",27,"Feb",2017,4,0.45,10,19,0.62,11,19,0.59,20,35
"1301",27,"Feb",2017,5,0.41,8,18,0.62,14,18,0.57,11,34
"1302",27,"Feb",2017,6,0.38,17,18,0.6,13,17,0.55,6,33
"1303",27,"Feb",2017,7,0.36,16,17,0.58,11,17,0.54,4,34
"1304",27,"Feb",2017,8,0.34,8,17,0.54,6,16,0.55,5,34
"1305",27,"Feb",2017,9,0.33,6,17,0.53,5,16,0.53,6,34
"1306",27,"Feb",2017,10,0.33,7,17,0.52,5,17,0.52,7,34
"1307",27,"Feb",2017,11,0.34,8,17,0.52,5,16,0.52,NA,33
"1308",27,"Feb",2017,12,0.34,9,18,0.52,6,16,0.53,NA,31
"1309",27,"Feb",2017,13,0.36,9,19,0.5,4,16,NA,NA,31
"1310",27,"Feb",2017,14,0.36,9,19,0.49,6,16,NA,NA,31
"1311",27,"Feb",2017,15,0.36,8,19,0.5,4,16,NA,NA,31
"1312",27,"Feb",2017,16,0.37,9,19,0.51,12,16,NA,NA,31
"1313",27,"Feb",2017,17,0.39,10,19,0.52,13,17,NA,NA,34
"1314",27,"Feb",2017,18,0.41,14,21,0.54,11,17,NA,NA,33
"1315",27,"Feb",2017,19,0.42,16,23,0.57,19,17,NA,NA,32
"1316",27,"Feb",2017,20,0.47,24,24,0.62,27,17,NA,NA,29
"1317",27,"Feb",2017,21,0.51,25,26,0.7,28,19,NA,NA,28
"1318",27,"Feb",2017,22,0.57,26,29,0.79,30,20,NA,51,20
"1319",27,"Feb",2017,23,0.6,21,30,0.87,27,22,NA,57,18
"1320",27,"Feb",2017,24,0.63,19,31,0.94,28,23,NA,67,NA
"1321",28,"Feb",2017,1,0.63,16,31,1,24,23,NA,34,NA
"1322",28,"Feb",2017,2,0.62,13,31,1.04,22,23,NA,22,NA
"1323",28,"Feb",2017,3,0.61,15,31,1.04,19,23,1.05,19,NA
"1324",28,"Feb",2017,4,0.56,14,31,1,19,24,0.95,19,NA
"1325",28,"Feb",2017,5,0.53,17,31,0.95,20,23,0.86,16,NA
"1326",28,"Feb",2017,6,0.48,14,32,0.88,18,24,0.68,13,NA
"1327",28,"Feb",2017,7,0.45,12,32,0.81,19,24,0.5,15,NA
"1328",28,"Feb",2017,8,0.42,13,33,0.76,21,25,0.32,11,NA
"1329",28,"Feb",2017,9,0.41,15,32,0.72,20,25,0.31,17,NA
"1330",28,"Feb",2017,10,0.41,14,33,0.69,18,24,0.32,11,NA
"1331",28,"Feb",2017,11,0.4,11,32,0.69,16,25,0.35,7,NA
"1332",28,"Feb",2017,12,0.4,11,31,0.69,23,25,0.34,10,NA
"1333",1,"Mar",2017,1,0.51,18,32,0.71,21,24,0.37,25,29
"1334",1,"Mar",2017,2,0.51,15,32,0.7,16,24,0.41,24,29
"1335",1,"Mar",2017,3,0.5,11,32,0.68,14,24,0.44,24,30
"1336",1,"Mar",2017,4,0.48,10,33,0.66,14,24,0.47,21,31
"1337",1,"Mar",2017,5,0.44,9,32,0.62,13,25,0.51,17,32
"1338",1,"Mar",2017,6,0.43,13,33,0.6,15,25,0.55,22,34
"1339",1,"Mar",2017,7,0.42,21,33,0.58,22,25,0.64,21,32
"1340",1,"Mar",2017,8,0.44,24,34,0.59,27,25,0.75,25,31
"1341",1,"Mar",2017,9,0.46,22,35,0.62,28,25,0.79,24,31
"1342",1,"Mar",2017,10,0.48,16,37,0.67,21,27,0.81,17,32
"1343",1,"Mar",2017,11,0.5,15,40,0.74,24,29,0.82,17,34
"1344",1,"Mar",2017,12,0.52,14,42,0.81,23,31,NA,NA,34
"1345",1,"Mar",2017,13,0.54,18,44,0.89,24,31,NA,NA,34
"1346",1,"Mar",2017,14,0.55,22,45,0.97,34,32,NA,25,34
"1347",1,"Mar",2017,15,0.54,20,46,1.06,36,33,NA,20,34
"1348",1,"Mar",2017,16,0.52,24,47,1.1,43,34,NA,18,37
"1349",1,"Mar",2017,17,0.49,19,48,1.1,29,35,NA,21,37
"1350",1,"Mar",2017,18,0.48,23,48,1.12,35,35,0.26,22,37
"1351",1,"Mar",2017,19,0.49,23,48,1.18,47,37,0.26,NA,37
"1352",1,"Mar",2017,20,0.5,24,48,1.18,41,39,0.26,NA,38
"1353",1,"Mar",2017,21,0.52,28,47,1.19,35,39,NA,NA,38
"1354",1,"Mar",2017,22,0.53,26,48,1.18,38,40,NA,NA,38
"1355",1,"Mar",2017,23,0.54,25,48,1.17,34,42,NA,NA,39
"1356",1,"Mar",2017,24,0.53,19,47,1.12,25,44,NA,NA,41
"1357",2,"Mar",2017,1,0.53,21,49,1.09,25,46,NA,NA,44
"1358",2,"Mar",2017,2,0.53,24,52,1.01,28,50,NA,NA,49
"1359",2,"Mar",2017,3,0.52,28,54,0.88,29,54,NA,NA,56
"1360",2,"Mar",2017,4,0.52,24,55,0.82,29,55,NA,NA,56
"1361",2,"Mar",2017,5,0.49,22,58,0.75,22,56,NA,NA,59
"1362",2,"Mar",2017,6,0.46,21,60,0.66,22,58,NA,NA,62
"1363",2,"Mar",2017,7,0.45,13,61,0.57,27,60,NA,NA,62
"1364",2,"Mar",2017,8,0.45,16,62,0.55,32,61,NA,NA,63
"1365",2,"Mar",2017,9,0.46,30,62,0.55,24,62,NA,NA,63
"1366",2,"Mar",2017,10,0.46,23,62,0.56,26,61,NA,NA,64
"1367",2,"Mar",2017,11,0.49,18,60,0.57,31,60,NA,NA,62
"1368",2,"Mar",2017,12,0.5,17,59,0.57,20,59,NA,NA,61
"1369",2,"Mar",2017,13,0.51,16,58,0.6,23,57,NA,NA,61
"1370",2,"Mar",2017,14,0.52,15,58,0.62,16,57,NA,NA,61
"1371",2,"Mar",2017,15,0.53,15,58,0.64,13,57,NA,NA,59
"1372",2,"Mar",2017,16,0.53,13,56,0.66,15,56,NA,NA,56
"1373",2,"Mar",2017,17,0.54,16,56,0.66,14,55,NA,NA,57
"1374",2,"Mar",2017,18,0.56,19,56,0.67,14,55,NA,NA,56
"1375",2,"Mar",2017,19,0.55,21,56,0.68,18,54,NA,NA,55
"1376",2,"Mar",2017,20,0.57,22,57,0.69,22,53,NA,NA,56
"1377",2,"Mar",2017,21,0.58,22,57,0.7,25,52,NA,NA,56
"1378",2,"Mar",2017,22,0.57,20,57,0.73,20,53,NA,NA,57
"1379",2,"Mar",2017,23,0.55,12,55,0.75,19,52,NA,NA,55
"1380",2,"Mar",2017,24,0.53,13,54,0.74,21,50,NA,NA,54
"1381",3,"Mar",2017,1,0.5,14,51,0.76,21,47,NA,NA,50
"1382",3,"Mar",2017,2,0.46,12,47,0.75,15,43,NA,NA,44
"1383",3,"Mar",2017,3,0.41,8,45,0.72,14,39,NA,NA,37
"1384",3,"Mar",2017,4,0.36,6,42,0.67,12,38,NA,NA,36
"1385",3,"Mar",2017,5,0.3,6,40,0.61,10,36,NA,NA,33
"1386",3,"Mar",2017,6,0.28,7,37,0.55,13,33,NA,NA,28
"1387",3,"Mar",2017,7,0.27,10,35,0.54,18,31,NA,NA,27
"1388",3,"Mar",2017,8,0.36,15,33,0.56,23,30,NA,NA,25
"1389",3,"Mar",2017,9,0.46,16,31,0.58,25,30,NA,NA,25
"1390",3,"Mar",2017,10,0.53,15,29,0.65,28,31,NA,NA,23
"1391",3,"Mar",2017,11,0.57,NA,29,0.72,36,31,NA,NA,22
"1392",3,"Mar",2017,12,0.63,NA,27,0.9,40,31,NA,NA,22
"1393",3,"Mar",2017,13,NA,NA,26,1.12,48,31,NA,NA,22
"1394",3,"Mar",2017,14,NA,NA,26,1.35,46,31,NA,NA,22
"1395",3,"Mar",2017,15,NA,NA,25,1.56,44,32,NA,NA,22
"1396",3,"Mar",2017,16,NA,NA,25,1.71,40,33,NA,NA,23
"1397",3,"Mar",2017,17,NA,NA,NA,1.89,41,34,NA,NA,23
"1398",3,"Mar",2017,18,NA,NA,NA,1.94,33,34,NA,NA,22
"1399",3,"Mar",2017,19,NA,NA,NA,2.07,34,34,NA,NA,22
"1400",3,"Mar",2017,20,NA,NA,NA,2.07,31,34,NA,NA,21
"1401",3,"Mar",2017,21,NA,NA,NA,1.93,24,35,NA,NA,20
"1402",3,"Mar",2017,22,NA,NA,NA,1.75,24,33,NA,NA,18
"1403",3,"Mar",2017,23,NA,NA,NA,1.56,24,33,NA,NA,18
"1404",3,"Mar",2017,24,NA,NA,NA,1.41,26,33,NA,NA,18
"1405",4,"Mar",2017,1,NA,NA,NA,1.25,26,34,NA,NA,18
"1406",4,"Mar",2017,2,NA,NA,NA,1.19,26,35,NA,NA,19
"1407",4,"Mar",2017,3,NA,NA,NA,1.05,24,36,NA,NA,20
"1408",4,"Mar",2017,4,NA,NA,NA,0.93,23,36,NA,NA,20
"1409",4,"Mar",2017,5,NA,NA,NA,0.9,23,36,NA,NA,21
"1410",4,"Mar",2017,6,NA,NA,NA,0.9,22,36,NA,NA,22
"1411",4,"Mar",2017,7,NA,NA,NA,0.93,24,37,NA,NA,22
"1412",4,"Mar",2017,8,NA,NA,NA,0.94,23,37,NA,NA,23
"1413",4,"Mar",2017,9,NA,NA,NA,0.97,26,37,NA,NA,24
"1414",4,"Mar",2017,10,NA,NA,NA,0.98,26,38,NA,NA,24
"1415",4,"Mar",2017,11,NA,NA,NA,0.99,25,38,NA,NA,25
"1416",4,"Mar",2017,12,NA,NA,NA,0.98,21,38,NA,NA,25
"1417",4,"Mar",2017,13,NA,NA,NA,0.95,15,37,NA,NA,25
"1418",4,"Mar",2017,14,NA,NA,NA,0.91,11,37,NA,NA,26
"1419",4,"Mar",2017,15,NA,NA,NA,0.86,13,36,NA,NA,27
"1420",4,"Mar",2017,16,NA,NA,NA,0.81,14,34,NA,NA,26
"1421",4,"Mar",2017,17,NA,NA,NA,0.71,10,34,NA,NA,26
"1422",4,"Mar",2017,18,NA,NA,NA,0.62,11,32,NA,NA,28
"1423",4,"Mar",2017,19,NA,NA,NA,0.56,14,31,NA,NA,28
"1424",4,"Mar",2017,20,NA,NA,NA,0.53,15,31,NA,NA,27
"1425",4,"Mar",2017,21,NA,NA,NA,0.54,18,29,NA,NA,26
"1426",4,"Mar",2017,22,NA,NA,NA,0.57,25,29,NA,NA,26
"1427",4,"Mar",2017,23,NA,NA,NA,0.64,29,28,NA,NA,27
"1428",4,"Mar",2017,24,NA,NA,NA,0.72,24,29,NA,NA,28
"1429",5,"Mar",2017,1,NA,NA,NA,0.79,23,30,NA,NA,28
"1430",5,"Mar",2017,2,NA,NA,NA,0.86,22,29,NA,NA,28
"1431",5,"Mar",2017,3,NA,NA,NA,0.93,22,29,NA,NA,28
"1432",5,"Mar",2017,4,NA,NA,NA,0.99,20,29,NA,NA,28
"1433",5,"Mar",2017,5,NA,NA,NA,1.01,19,29,NA,NA,28
"1434",5,"Mar",2017,6,NA,NA,NA,0.97,14,29,NA,NA,29
"1435",5,"Mar",2017,7,NA,NA,NA,0.96,21,30,NA,NA,29
"1436",5,"Mar",2017,8,NA,NA,NA,0.95,21,29,NA,NA,29
"1437",5,"Mar",2017,9,NA,NA,NA,0.9,18,29,NA,NA,29
"1438",5,"Mar",2017,10,NA,NA,NA,0.82,11,28,NA,NA,28
"1439",5,"Mar",2017,11,NA,NA,NA,0.76,8,26,NA,NA,27
"1440",5,"Mar",2017,12,NA,NA,NA,0.68,6,NA,NA,NA,26
"1441",5,"Mar",2017,13,NA,NA,NA,0.63,6,NA,NA,NA,26
"1442",5,"Mar",2017,14,NA,NA,NA,0.62,7,NA,NA,NA,25
"1443",5,"Mar",2017,15,NA,NA,NA,0.55,7,NA,NA,NA,25
"1444",5,"Mar",2017,16,NA,NA,NA,0.46,9,NA,NA,NA,27
"1445",5,"Mar",2017,17,NA,NA,NA,0.45,10,NA,NA,NA,27
"1446",5,"Mar",2017,18,NA,NA,NA,0.46,14,NA,NA,NA,27
"1447",5,"Mar",2017,19,NA,NA,NA,0.52,15,NA,NA,NA,31
"1448",5,"Mar",2017,20,NA,NA,NA,0.57,19,NA,NA,NA,32
"1449",5,"Mar",2017,21,NA,NA,NA,0.61,22,NA,NA,NA,32
"1450",5,"Mar",2017,22,NA,NA,NA,0.65,24,NA,NA,NA,31
"1451",5,"Mar",2017,23,NA,NA,NA,0.67,19,NA,NA,NA,30
"1452",5,"Mar",2017,24,NA,NA,NA,0.67,16,NA,NA,NA,29
"1453",6,"Mar",2017,1,NA,NA,NA,0.67,17,NA,NA,NA,27
