"","DIA","MES","ANIO","HORA","CO_CENTENARIO","NO2_CENTENARIO","PM10_CENTENARIO","CO_CORDOBA","NO2_CORDOBA","PM10_CORDOBA","CO_LA_BOCA","NO2_LA_BOCA","PM10_LA_BOCA"
"1",1,"Ene",2017,1,0.7,NA,NA,0.81,19,19,NA,2,43
"2",1,"Ene",2017,2,0.72,NA,NA,0.79,16,20,NA,2,46
"3",1,"Ene",2017,3,0.72,NA,NA,0.82,23,19,NA,1,46
"4",1,"Ene",2017,4,0.73,NA,NA,0.81,16,20,NA,2,51
"5",1,"Ene",2017,5,0.73,NA,NA,0.73,11,20,NA,2,50
"6",1,"Ene",2017,6,0.69,NA,NA,0.65,11,20,NA,2,49
"7",1,"Ene",2017,7,0.63,NA,NA,0.6,14,20,NA,3,49
"8",1,"Ene",2017,8,0.61,NA,NA,0.57,18,20,NA,3,49
"9",1,"Ene",2017,9,0.6,NA,NA,0.55,18,21,NA,2,50
"10",1,"Ene",2017,10,0.57,NA,NA,0.52,15,23,NA,3,50
"11",1,"Ene",2017,11,0.55,NA,NA,0.44,14,23,NA,2,48
"12",1,"Ene",2017,12,0.52,NA,NA,0.4,15,22,NA,2,47
"13",1,"Ene",2017,13,0.49,NA,NA,0.4,16,22,NA,1,47
"14",1,"Ene",2017,14,0.48,NA,NA,0.41,17,21,NA,2,46
"15",1,"Ene",2017,15,0.46,NA,NA,0.42,18,21,NA,1,47
"16",1,"Ene",2017,16,0.44,NA,NA,0.41,21,20,NA,1,45
"17",1,"Ene",2017,17,0.42,NA,NA,0.43,18,20,NA,2,46
"18",1,"Ene",2017,18,0.42,NA,NA,0.45,18,20,NA,1,46
"19",1,"Ene",2017,19,0.43,NA,NA,0.5,24,20,NA,1,45
"20",1,"Ene",2017,20,0.43,NA,NA,0.55,28,20,NA,2,42
"21",1,"Ene",2017,21,0.44,NA,NA,0.61,30,20,NA,3,37
"22",1,"Ene",2017,22,0.46,NA,NA,0.68,32,19,NA,3,36
"23",1,"Ene",2017,23,0.48,NA,NA,0.7,27,22,NA,3,37
"24",1,"Ene",2017,24,0.48,NA,NA,0.7,23,24,NA,3,36
"25",2,"Ene",2017,1,0.49,NA,NA,0.71,22,25,NA,5,33
"26",2,"Ene",2017,2,0.49,NA,NA,0.68,16,26,NA,20,30
"27",2,"Ene",2017,3,0.47,NA,NA,0.63,14,26,NA,10,30
"28",2,"Ene",2017,4,0.45,NA,NA,0.57,16,26,NA,21,26
"29",2,"Ene",2017,5,0.42,NA,NA,0.49,15,27,NA,16,28
"30",2,"Ene",2017,6,0.38,NA,NA,0.4,16,29,NA,7,31
"31",2,"Ene",2017,7,0.34,NA,NA,0.36,18,33,NA,8,33
"32",2,"Ene",2017,8,0.33,NA,NA,0.37,21,35,NA,7,36
"33",2,"Ene",2017,9,0.33,NA,NA,0.37,20,38,NA,5,37
"34",2,"Ene",2017,10,0.33,NA,NA,0.39,19,39,NA,6,40
"35",2,"Ene",2017,11,0.33,NA,NA,0.45,17,42,NA,7,44
"36",2,"Ene",2017,12,0.35,NA,NA,0.51,16,45,NA,5,48
"37",2,"Ene",2017,13,0.37,NA,NA,0.6,16,48,NA,5,51
"38",2,"Ene",2017,14,0.4,NA,NA,0.71,NA,51,NA,6,54
"39",2,"Ene",2017,15,0.43,NA,NA,0.78,NA,53,NA,6,61
"40",2,"Ene",2017,16,0.45,NA,NA,0.83,NA,55,NA,6,64
"41",2,"Ene",2017,17,0.45,NA,NA,0.87,12,57,NA,6,66
"42",2,"Ene",2017,18,0.46,NA,NA,0.92,11,59,NA,7,68
"43",2,"Ene",2017,19,0.48,NA,NA,0.95,11,60,NA,9,70
"44",2,"Ene",2017,20,0.49,NA,NA,0.96,12,61,NA,7,73
"45",2,"Ene",2017,21,0.51,NA,NA,0.94,11,61,NA,10,74
"46",2,"Ene",2017,22,0.51,NA,NA,0.9,11,61,NA,10,77
"47",2,"Ene",2017,23,0.51,NA,NA,0.86,9,59,NA,9,74
"48",2,"Ene",2017,24,0.52,NA,NA,0.8,8,57,NA,6,72
"49",3,"Ene",2017,1,0.53,4,NA,0.75,8,56,NA,6,72
"50",3,"Ene",2017,2,0.54,4,NA,0.68,8,56,NA,4,73
"51",3,"Ene",2017,3,0.54,3,NA,0.6,9,56,NA,4,73
"52",3,"Ene",2017,4,0.52,2,NA,0.54,10,57,NA,4,74
"53",3,"Ene",2017,5,0.51,2,NA,0.48,7,57,NA,3,75
"54",3,"Ene",2017,6,0.5,2,NA,0.43,3,55,NA,4,74
"55",3,"Ene",2017,7,0.49,2,NA,0.39,4,53,NA,3,71
"56",3,"Ene",2017,8,0.48,3,NA,0.37,5,50,NA,4,70
"57",3,"Ene",2017,9,0.48,3,NA,0.37,7,47,NA,4,67
"58",3,"Ene",2017,10,0.49,3,NA,0.38,7,46,NA,5,66
"59",3,"Ene",2017,11,0.51,3,NA,0.4,7,44,NA,5,62
"60",3,"Ene",2017,12,0.55,3,NA,0.44,8,40,NA,4,59
"61",3,"Ene",2017,13,0.58,NA,NA,0.47,7,39,NA,5,58
"62",3,"Ene",2017,14,0.65,NA,NA,0.49,NA,36,NA,4,59
"63",3,"Ene",2017,15,0.72,NA,NA,0.51,NA,34,NA,5,52
"64",3,"Ene",2017,16,0.8,NA,NA,NA,7,33,NA,4,49
"65",3,"Ene",2017,17,0.87,NA,NA,NA,9,31,NA,5,46
"66",3,"Ene",2017,18,0.91,NA,NA,NA,8,29,NA,4,43
"67",3,"Ene",2017,19,0.92,NA,NA,NA,9,28,NA,6,43
"68",3,"Ene",2017,20,0.94,NA,NA,NA,11,NA,NA,5,44
"69",3,"Ene",2017,21,0.96,NA,NA,NA,9,NA,NA,5,43
"70",3,"Ene",2017,22,0.96,NA,NA,NA,8,NA,NA,6,40
"71",3,"Ene",2017,23,0.94,NA,NA,NA,8,NA,NA,5,37
"72",3,"Ene",2017,24,0.89,NA,NA,NA,6,NA,NA,6,37
"73",4,"Ene",2017,1,0.86,NA,NA,NA,7,NA,NA,6,36
"74",4,"Ene",2017,2,0.85,NA,NA,NA,12,NA,NA,6,35
"75",4,"Ene",2017,3,NA,NA,NA,NA,14,NA,NA,7,36
"76",4,"Ene",2017,4,NA,NA,NA,NA,12,NA,NA,7,36
"77",4,"Ene",2017,5,NA,NA,NA,NA,11,NA,NA,7,34
"78",4,"Ene",2017,6,NA,NA,NA,NA,11,NA,NA,8,35
"79",4,"Ene",2017,7,NA,NA,NA,NA,14,NA,NA,9,36
"80",4,"Ene",2017,8,NA,NA,NA,NA,16,NA,NA,8,36
"81",4,"Ene",2017,9,NA,NA,NA,NA,15,NA,NA,8,36
"82",4,"Ene",2017,10,NA,NA,NA,NA,18,NA,NA,7,35
"83",4,"Ene",2017,11,NA,NA,NA,NA,16,NA,NA,7,35
"84",4,"Ene",2017,12,NA,NA,NA,NA,19,NA,NA,7,35
"85",4,"Ene",2017,13,0.82,NA,NA,NA,18,NA,NA,7,35
"86",4,"Ene",2017,14,0.84,NA,NA,NA,16,NA,NA,9,32
"87",4,"Ene",2017,15,0.88,NA,NA,NA,NA,44,NA,11,36
"88",4,"Ene",2017,16,0.91,NA,NA,NA,NA,44,NA,9,38
"89",4,"Ene",2017,17,0.92,NA,NA,NA,25,47,NA,7,38
"90",4,"Ene",2017,18,0.89,NA,NA,NA,26,52,NA,9,39
"91",4,"Ene",2017,19,0.88,NA,NA,NA,28,54,NA,16,40
"92",4,"Ene",2017,20,0.87,NA,NA,1.55,29,55,NA,53,39
"93",4,"Ene",2017,21,0.87,NA,NA,1.44,28,57,NA,16,40
"94",4,"Ene",2017,22,0.88,NA,NA,1.27,25,59,NA,17,43
"95",4,"Ene",2017,23,0.9,NA,NA,1.24,26,63,NA,22,47
"96",4,"Ene",2017,24,0.91,NA,NA,1.23,25,66,NA,NA,51
"97",5,"Ene",2017,1,0.93,NA,NA,1.2,22,68,NA,NA,54
"98",5,"Ene",2017,2,0.97,NA,NA,1.15,17,70,NA,NA,58
"99",5,"Ene",2017,3,0.98,NA,NA,1.04,15,71,NA,NA,58
"100",5,"Ene",2017,4,0.95,NA,NA,0.89,13,71,NA,NA,59
"101",5,"Ene",2017,5,0.92,NA,NA,0.77,14,71,NA,NA,59
"102",5,"Ene",2017,6,0.88,NA,NA,0.71,15,71,NA,NA,58
"103",5,"Ene",2017,7,0.85,NA,NA,0.66,16,72,NA,NA,58
"104",5,"Ene",2017,8,0.85,NA,NA,0.58,21,72,NA,NA,58
"105",5,"Ene",2017,9,0.86,NA,NA,0.53,19,71,NA,NA,58
"106",5,"Ene",2017,10,0.86,NA,NA,0.56,19,73,NA,NA,60
"107",5,"Ene",2017,11,0.84,NA,NA,0.6,16,75,NA,NA,62
"108",5,"Ene",2017,12,0.84,NA,NA,0.64,15,79,NA,NA,64
"109",5,"Ene",2017,13,0.84,NA,NA,0.71,17,81,NA,92,64
"110",5,"Ene",2017,14,0.84,NA,NA,0.72,13,82,NA,55,65
"111",5,"Ene",2017,15,0.81,NA,NA,0.75,17,83,NA,40,63
"112",5,"Ene",2017,16,0.77,NA,NA,0.77,15,85,NA,29,62
"113",5,"Ene",2017,17,0.72,NA,NA,0.81,15,83,NA,23,64
"114",5,"Ene",2017,18,0.66,NA,NA,0.84,18,81,NA,24,65
"115",5,"Ene",2017,19,0.65,NA,NA,0.89,17,81,0.92,21,63
"116",5,"Ene",2017,20,0.65,NA,NA,0.93,14,81,0.91,23,62
"117",5,"Ene",2017,21,0.65,NA,NA,0.92,14,81,0.9,25,60
"118",5,"Ene",2017,22,0.63,NA,NA,0.95,13,81,0.88,25,58
"119",5,"Ene",2017,23,0.62,NA,NA,0.92,12,80,0.85,33,56
"120",5,"Ene",2017,24,0.62,NA,NA,0.88,10,82,0.8,33,55
"121",6,"Ene",2017,1,0.59,NA,NA,0.8,8,82,0.7,20,52
"122",6,"Ene",2017,2,0.57,NA,NA,0.69,6,82,0.67,16,49
"123",6,"Ene",2017,3,0.55,NA,NA,0.54,5,82,0.64,13,48
"124",6,"Ene",2017,4,0.52,NA,NA,0.44,4,82,NA,11,46
"125",6,"Ene",2017,5,0.5,NA,NA,0.34,4,82,NA,11,45
"126",6,"Ene",2017,6,0.48,NA,NA,0.24,4,82,NA,10,45
"127",6,"Ene",2017,7,0.47,NA,NA,0.16,5,82,NA,11,44
"128",6,"Ene",2017,8,0.45,NA,NA,0.11,7,82,NA,11,43
"129",6,"Ene",2017,9,0.44,NA,NA,0.09,8,82,NA,11,43
"130",6,"Ene",2017,10,0.44,NA,NA,0.08,8,79,NA,10,41
"131",6,"Ene",2017,11,0.45,NA,NA,0.09,7,72,NA,11,41
"132",6,"Ene",2017,12,0.47,NA,NA,0.13,6,67,NA,11,40
"133",6,"Ene",2017,13,0.48,NA,NA,0.18,8,64,0.03,11,39
"134",6,"Ene",2017,14,0.51,NA,NA,0.22,10,63,0.07,10,38
"135",6,"Ene",2017,15,0.53,NA,NA,0.23,11,60,0.11,11,38
"136",6,"Ene",2017,16,0.56,NA,NA,0.26,16,58,0.15,13,37
"137",6,"Ene",2017,17,0.59,NA,NA,0.28,17,57,0.2,14,37
"138",6,"Ene",2017,18,0.6,NA,NA,0.3,NA,55,0.22,16,37
"139",6,"Ene",2017,19,0.62,NA,NA,0.3,14,53,0.26,19,38
"140",6,"Ene",2017,20,0.65,NA,NA,0.28,15,52,0.3,25,38
"141",6,"Ene",2017,21,0.68,NA,NA,0.24,16,50,0.33,20,40
"142",6,"Ene",2017,22,0.71,NA,NA,0.23,15,48,0.34,18,43
"143",6,"Ene",2017,23,0.75,NA,NA,0.23,17,45,0.33,16,43
"144",6,"Ene",2017,24,0.77,NA,NA,0.21,16,43,0.33,11,41
"145",7,"Ene",2017,1,0.79,NA,NA,0.19,16,42,0.38,11,42
"146",7,"Ene",2017,2,0.79,NA,NA,0.17,15,41,0.42,10,42
"147",7,"Ene",2017,3,0.78,NA,NA,0.15,10,40,0.47,10,40
"148",7,"Ene",2017,4,0.75,NA,NA,0.12,7,39,0.5,8,40
"149",7,"Ene",2017,5,0.72,NA,NA,0.1,6,39,0.54,9,41
"150",7,"Ene",2017,6,0.68,NA,NA,0.08,6,39,0.59,9,43
"151",7,"Ene",2017,7,0.64,NA,NA,0.06,6,38,0.64,10,43
"152",7,"Ene",2017,8,0.6,NA,NA,0.05,6,38,0.69,12,44
"153",7,"Ene",2017,9,0.57,NA,NA,0.05,7,37,0.68,11,45
"154",7,"Ene",2017,10,0.56,NA,NA,0.05,8,37,0.67,11,44
"155",7,"Ene",2017,11,0.56,NA,NA,0.05,7,36,0.67,10,43
"156",7,"Ene",2017,12,0.58,NA,NA,0.06,7,35,0.67,9,42
"157",7,"Ene",2017,13,0.6,NA,NA,0.06,7,33,0.66,8,42
"158",7,"Ene",2017,14,0.62,NA,NA,0.08,8,31,0.66,8,41
"159",7,"Ene",2017,15,0.64,NA,NA,0.09,14,30,0.64,7,41
"160",7,"Ene",2017,16,0.66,NA,NA,0.11,16,30,0.63,6,41
"161",7,"Ene",2017,17,0.67,NA,NA,0.12,15,30,0.63,5,40
"162",7,"Ene",2017,18,0.68,NA,NA,0.13,11,30,0.63,5,38
"163",7,"Ene",2017,19,0.67,NA,NA,0.15,11,30,0.63,5,38
"164",7,"Ene",2017,20,0.67,NA,NA,0.16,8,30,0.64,5,43
"165",7,"Ene",2017,21,0.67,NA,NA,0.19,9,30,0.65,5,41
"166",7,"Ene",2017,22,0.7,NA,NA,0.22,10,29,0.68,4,41
"167",7,"Ene",2017,23,0.73,NA,NA,0.26,10,30,0.69,7,40
"168",7,"Ene",2017,24,0.77,NA,NA,0.3,10,31,0.7,12,43
"169",8,"Ene",2017,1,0.77,NA,NA,0.33,9,31,0.71,28,47
"170",8,"Ene",2017,2,0.77,NA,NA,0.35,10,30,0.72,66,45
"171",8,"Ene",2017,3,0.77,NA,NA,0.34,11,29,0.72,39,46
"172",8,"Ene",2017,4,0.77,NA,NA,0.34,10,30,0.72,12,46
"173",8,"Ene",2017,5,0.76,NA,NA,0.32,9,29,0.72,7,46
"174",8,"Ene",2017,6,0.72,NA,NA,0.32,8,29,0.71,6,46
"175",8,"Ene",2017,7,0.67,NA,NA,0.32,8,29,0.71,8,46
"176",8,"Ene",2017,8,0.61,NA,NA,0.3,8,30,0.73,6,47
"177",8,"Ene",2017,9,0.6,NA,NA,0.3,10,31,0.73,7,48
"178",8,"Ene",2017,10,0.59,NA,NA,0.3,10,33,0.74,6,50
"179",8,"Ene",2017,11,0.58,NA,NA,0.34,12,33,0.75,5,49
"180",8,"Ene",2017,12,0.58,NA,NA,0.37,12,33,0.76,5,49
"181",8,"Ene",2017,13,0.59,NA,NA,0.42,14,33,0.77,5,48
"182",8,"Ene",2017,14,0.62,NA,NA,0.44,10,35,0.77,3,51
"183",8,"Ene",2017,15,0.64,NA,NA,0.46,9,35,0.78,4,52
"184",8,"Ene",2017,16,0.66,NA,NA,0.49,11,36,0.79,4,52
"185",8,"Ene",2017,17,0.67,NA,NA,0.53,14,36,0.79,5,53
"186",8,"Ene",2017,18,0.69,NA,NA,0.56,14,37,0.8,4,58
"187",8,"Ene",2017,19,0.71,NA,NA,0.59,13,38,0.81,4,59
"188",8,"Ene",2017,20,0.71,NA,NA,0.59,11,39,0.81,5,59
"189",8,"Ene",2017,21,0.71,NA,NA,0.56,8,40,0.81,5,58
"190",8,"Ene",2017,22,0.71,NA,NA,0.56,9,40,0.81,4,55
"191",8,"Ene",2017,23,0.7,NA,NA,0.57,11,39,0.82,5,56
"192",8,"Ene",2017,24,0.71,NA,NA,0.58,11,39,0.83,6,54
"193",9,"Ene",2017,1,0.72,NA,NA,0.57,10,39,0.82,9,52
"194",9,"Ene",2017,2,0.71,NA,NA,0.56,11,41,0.81,9,54
"195",9,"Ene",2017,3,0.72,NA,NA,0.54,10,43,0.8,7,54
"196",9,"Ene",2017,4,0.71,NA,NA,0.53,9,43,0.79,7,57
"197",9,"Ene",2017,5,0.7,NA,NA,0.53,8,45,0.79,6,59
"198",9,"Ene",2017,6,0.7,NA,NA,0.52,10,47,0.78,6,61
"199",9,"Ene",2017,7,0.7,NA,NA,0.52,9,49,0.77,5,65
"200",9,"Ene",2017,8,0.71,NA,NA,0.55,12,50,0.78,8,66
"201",9,"Ene",2017,9,0.73,NA,NA,0.55,11,49,0.79,9,63
"202",9,"Ene",2017,10,0.77,NA,NA,0.54,13,47,0.81,7,61
"203",9,"Ene",2017,11,0.8,NA,NA,0.54,15,46,0.82,7,62
"204",9,"Ene",2017,12,0.83,NA,NA,0.54,13,47,0.83,9,63
"205",9,"Ene",2017,13,0.87,NA,NA,0.54,11,46,0.84,6,63
"206",9,"Ene",2017,14,0.9,NA,NA,0.54,12,44,0.84,6,59
"207",9,"Ene",2017,15,0.93,NA,NA,0.52,12,44,0.84,5,58
"208",9,"Ene",2017,16,0.95,NA,NA,0.46,14,43,0.83,4,57
"209",9,"Ene",2017,17,NA,NA,NA,0.43,13,42,0.82,6,55
"210",9,"Ene",2017,18,NA,NA,NA,0.42,10,41,0.83,6,53
"211",9,"Ene",2017,19,NA,NA,NA,0.5,17,41,0.82,10,52
"212",9,"Ene",2017,20,NA,NA,NA,0.53,11,41,0.81,20,51
"213",9,"Ene",2017,21,NA,NA,NA,0.55,8,39,0.8,25,51
"214",9,"Ene",2017,22,NA,NA,NA,0.56,9,39,0.8,38,50
"215",9,"Ene",2017,23,0.83,NA,NA,0.55,8,38,0.8,7,48
"216",9,"Ene",2017,24,0.8,NA,NA,0.54,8,36,0.8,40,46
"217",10,"Ene",2017,1,0.78,NA,NA,0.55,8,35,0.78,20,43
"218",10,"Ene",2017,2,0.76,NA,NA,0.52,7,34,0.74,7,42
"219",10,"Ene",2017,3,0.7,NA,NA,0.41,7,32,0.73,7,41
"220",10,"Ene",2017,4,0.64,NA,NA,0.33,7,31,0.72,6,38
"221",10,"Ene",2017,5,0.61,NA,NA,0.28,7,29,0.7,7,35
"222",10,"Ene",2017,6,0.59,NA,NA,0.24,7,27,0.68,7,33
"223",10,"Ene",2017,7,0.58,NA,NA,0.22,9,25,0.67,6,28
"224",10,"Ene",2017,8,0.59,NA,NA,0.23,10,24,0.66,7,25
"225",10,"Ene",2017,9,0.6,NA,23,0.27,10,25,0.67,8,26
"226",10,"Ene",2017,10,0.62,NA,23,0.33,12,26,0.68,7,26
"227",10,"Ene",2017,11,0.66,NA,23,0.4,14,27,0.68,6,25
"228",10,"Ene",2017,12,0.71,NA,24,0.47,16,27,0.68,8,25
"229",10,"Ene",2017,13,0.74,NA,24,0.54,14,29,0.68,6,25
"230",10,"Ene",2017,14,0.75,NA,25,0.61,14,29,0.68,6,25
"231",10,"Ene",2017,15,0.75,NA,23,0.64,13,29,0.67,6,25
"232",10,"Ene",2017,16,0.74,NA,23,0.64,13,29,0.66,7,26
"233",10,"Ene",2017,17,0.71,NA,24,0.6,14,29,0.65,8,26
"234",10,"Ene",2017,18,0.69,NA,24,0.55,11,29,0.66,10,25
"235",10,"Ene",2017,19,0.65,NA,24,0.52,12,29,0.66,11,23
"236",10,"Ene",2017,20,0.62,NA,23,0.48,13,26,0.67,13,19
"237",10,"Ene",2017,21,0.61,NA,23,0.45,13,27,0.67,12,19
"238",10,"Ene",2017,22,0.63,NA,23,0.41,13,28,0.68,13,20
"239",10,"Ene",2017,23,0.65,NA,23,0.37,12,28,0.69,12,20
"240",10,"Ene",2017,24,0.67,NA,23,0.33,10,27,0.69,12,19
"241",11,"Ene",2017,1,0.68,NA,23,0.29,10,27,0.69,11,20
"242",11,"Ene",2017,2,0.68,NA,23,0.26,9,27,0.69,10,19
"243",11,"Ene",2017,3,0.68,NA,23,0.24,8,27,0.68,9,19
"244",11,"Ene",2017,4,0.66,NA,23,0.21,7,27,0.67,7,19
"245",11,"Ene",2017,5,0.64,NA,23,NA,4,27,0.66,8,19
"246",11,"Ene",2017,6,0.62,NA,23,NA,4,26,0.66,7,19
"247",11,"Ene",2017,7,0.6,NA,23,NA,4,26,0.65,12,19
"248",11,"Ene",2017,8,0.59,NA,23,NA,5,25,0.66,12,19
"249",11,"Ene",2017,9,0.6,NA,23,NA,6,24,0.67,12,20
"250",11,"Ene",2017,10,0.62,NA,23,NA,7,23,0.68,11,21
"251",11,"Ene",2017,11,0.66,NA,23,NA,7,22,0.69,12,21
"252",11,"Ene",2017,12,0.71,NA,23,NA,8,21,0.71,13,22
"253",11,"Ene",2017,13,0.73,NA,23,NA,8,21,0.71,13,22
"254",11,"Ene",2017,14,0.77,NA,23,NA,31,21,0.72,11,23
"255",11,"Ene",2017,15,NA,NA,23,NA,11,21,0.71,11,23
"256",11,"Ene",2017,16,NA,NA,23,NA,10,22,0.71,11,24
"257",11,"Ene",2017,17,NA,NA,23,NA,9,22,0.7,10,24
"258",11,"Ene",2017,18,NA,NA,23,NA,10,22,0.7,12,24
"259",11,"Ene",2017,19,NA,NA,23,NA,12,21,0.7,11,25
"260",11,"Ene",2017,20,NA,NA,23,NA,11,22,0.72,17,25
"261",11,"Ene",2017,21,0.62,NA,23,NA,11,21,0.73,19,25
"262",11,"Ene",2017,22,0.64,NA,23,0.14,12,22,0.76,17,26
"263",11,"Ene",2017,23,0.65,NA,23,0.16,13,22,0.78,18,27
"264",11,"Ene",2017,24,0.67,NA,23,0.18,12,23,0.8,15,28
"265",12,"Ene",2017,1,0.7,NA,24,0.21,12,23,0.81,16,28
"266",12,"Ene",2017,2,0.72,NA,25,0.26,11,23,0.82,17,29
"267",12,"Ene",2017,3,0.73,NA,25,0.29,9,24,0.81,15,30
"268",12,"Ene",2017,4,0.7,NA,26,0.3,6,24,0.79,12,30
"269",12,"Ene",2017,5,0.66,NA,26,0.3,6,24,0.77,13,30
"270",12,"Ene",2017,6,0.61,NA,26,0.29,6,24,0.75,13,31
"271",12,"Ene",2017,7,0.57,NA,26,0.28,8,25,0.75,21,32
"272",12,"Ene",2017,8,0.53,NA,26,0.26,8,25,0.75,20,32
"273",12,"Ene",2017,9,0.5,NA,25,0.24,NA,25,0.75,18,33
"274",12,"Ene",2017,10,0.46,NA,25,0.23,NA,25,0.75,19,33
"275",12,"Ene",2017,11,0.44,NA,25,0.26,14,26,0.76,21,34
"276",12,"Ene",2017,12,0.44,NA,24,0.29,12,27,0.76,20,35
"277",12,"Ene",2017,13,0.46,NA,24,0.3,NA,27,0.77,10,35
"278",12,"Ene",2017,14,0.49,NA,24,0.32,NA,27,0.77,10,34
"279",12,"Ene",2017,15,0.5,NA,24,NA,NA,28,0.75,10,33
"280",12,"Ene",2017,16,0.51,NA,24,NA,NA,27,0.73,8,32
"281",12,"Ene",2017,17,0.5,NA,24,NA,NA,27,0.72,10,32
"282",12,"Ene",2017,18,0.5,NA,24,NA,NA,28,0.71,11,31
"283",12,"Ene",2017,19,0.49,NA,24,NA,NA,29,0.71,14,31
"284",12,"Ene",2017,20,0.5,NA,24,NA,NA,28,0.72,14,32
"285",12,"Ene",2017,21,0.51,NA,24,NA,23,28,0.73,19,33
"286",12,"Ene",2017,22,0.53,NA,24,NA,18,28,0.73,20,33
"287",12,"Ene",2017,23,0.55,NA,25,NA,16,27,0.74,19,35
"288",12,"Ene",2017,24,0.55,NA,25,NA,14,26,0.74,12,34
"289",13,"Ene",2017,1,0.56,NA,25,NA,12,26,0.74,13,35
"290",13,"Ene",2017,2,0.55,NA,24,0.17,9,25,0.75,10,34
"291",13,"Ene",2017,3,0.55,NA,24,0.16,8,25,0.74,9,32
"292",13,"Ene",2017,4,0.52,NA,24,0.14,7,24,0.74,8,33
"293",13,"Ene",2017,5,0.49,NA,24,0.14,7,24,0.73,8,35
"294",13,"Ene",2017,6,0.44,NA,24,0.15,7,23,0.73,9,35
"295",13,"Ene",2017,7,0.41,NA,24,NA,10,23,0.74,9,33
"296",13,"Ene",2017,8,0.39,NA,23,NA,15,22,0.76,10,32
"297",13,"Ene",2017,9,0.4,NA,23,NA,18,22,0.77,14,33
"298",13,"Ene",2017,10,0.43,NA,24,NA,20,23,0.79,12,33
"299",13,"Ene",2017,11,0.47,NA,25,NA,23,23,0.81,10,37
"300",13,"Ene",2017,12,0.5,NA,25,NA,22,23,0.82,8,40
"301",13,"Ene",2017,13,0.55,NA,26,NA,26,24,0.84,6,41
"302",13,"Ene",2017,14,0.59,NA,27,0.52,32,23,0.85,5,40
"303",13,"Ene",2017,15,0.64,NA,27,0.59,27,24,0.87,4,41
"304",13,"Ene",2017,16,0.66,NA,27,0.66,32,25,0.78,NA,41
"305",13,"Ene",2017,17,0.65,NA,28,0.77,24,27,0.73,NA,40
"306",13,"Ene",2017,18,0.62,NA,29,0.8,16,28,0.69,NA,41
"307",13,"Ene",2017,19,0.58,NA,29,0.82,16,29,0.66,NA,42
"308",13,"Ene",2017,20,0.54,NA,30,0.78,16,31,0.64,NA,43
"309",13,"Ene",2017,21,0.5,NA,31,0.71,15,32,0.61,NA,43
"310",13,"Ene",2017,22,0.46,NA,31,0.62,14,33,0.6,NA,42
"311",13,"Ene",2017,23,0.41,NA,31,0.52,13,33,0.6,NA,40
"312",13,"Ene",2017,24,0.37,NA,31,0.4,12,34,0.63,NA,40
"313",14,"Ene",2017,1,0.35,NA,31,0.32,15,35,0.59,NA,39
"314",14,"Ene",2017,2,0.33,NA,31,0.29,15,36,0.55,NA,40
"315",14,"Ene",2017,3,0.31,NA,32,0.26,14,37,0.51,NA,41
"316",14,"Ene",2017,4,0.29,NA,31,0.24,14,37,0.47,NA,40
"317",14,"Ene",2017,5,0.28,NA,32,0.23,13,38,0.42,NA,39
"318",14,"Ene",2017,6,0.26,NA,32,0.23,13,38,0.39,NA,39
"319",14,"Ene",2017,7,0.24,NA,32,0.23,12,39,0.37,NA,40
"320",14,"Ene",2017,8,0.24,NA,32,0.23,13,40,0.34,NA,39
"321",14,"Ene",2017,9,0.24,NA,32,0.22,13,40,0.34,NA,39
"322",14,"Ene",2017,10,0.24,NA,31,0.22,13,40,0.33,NA,37
"323",14,"Ene",2017,11,0.24,NA,30,0.22,14,39,0.32,NA,33
"324",14,"Ene",2017,12,0.26,NA,30,0.23,12,38,0.31,NA,29
"325",14,"Ene",2017,13,0.29,NA,28,0.25,13,38,0.31,NA,28
"326",14,"Ene",2017,14,0.32,NA,28,0.27,15,38,0.29,NA,28
"327",14,"Ene",2017,15,0.33,NA,28,0.29,15,36,0.28,NA,29
"328",14,"Ene",2017,16,0.33,NA,28,0.3,12,35,0.27,NA,29
"329",14,"Ene",2017,17,0.33,NA,27,0.32,12,32,0.26,NA,31
"330",14,"Ene",2017,18,0.32,NA,26,0.34,14,30,0.24,NA,31
"331",14,"Ene",2017,19,0.31,NA,24,0.35,15,29,0.24,NA,32
"332",14,"Ene",2017,20,0.29,NA,24,0.36,15,28,0.24,NA,32
"333",14,"Ene",2017,21,0.28,NA,22,0.37,18,27,0.24,NA,33
"334",14,"Ene",2017,22,0.28,NA,21,0.38,19,27,0.25,NA,34
"335",14,"Ene",2017,23,0.29,NA,21,0.4,20,26,0.26,NA,33
"336",14,"Ene",2017,24,0.31,NA,20,0.42,19,26,0.29,NA,32
"337",15,"Ene",2017,1,0.33,NA,20,0.41,15,25,0.33,NA,33
"338",15,"Ene",2017,2,0.36,NA,19,0.41,14,25,0.35,NA,32
"339",15,"Ene",2017,3,0.39,NA,19,0.4,14,25,0.37,NA,31
"340",15,"Ene",2017,4,0.41,NA,19,0.37,10,24,0.38,NA,31
"341",15,"Ene",2017,5,0.41,NA,18,0.33,7,24,0.4,NA,32
"342",15,"Ene",2017,6,0.39,NA,18,0.29,6,24,0.42,NA,32
"343",15,"Ene",2017,7,0.37,NA,18,0.24,9,24,0.43,NA,31
"344",15,"Ene",2017,8,0.35,NA,18,0.19,9,23,0.44,NA,31
