"","dia","mes","anio","hora","co_centenario","no2_centenario","pm10_centenario","co_cordoba","no2_cordoba","pm10_cordoba","co_la_boca","no2_la_boca","pm10_la_boca"
"1",1,"Ene",2018,1,0.43,9,25,0.47,14,24,0.37,28,23
"2",1,"Ene",2018,2,0.44,11,27,0.53,20,24,0.39,28,26
"3",1,"Ene",2018,3,0.46,13,30,0.59,21,26,0.4,29,29
"4",1,"Ene",2018,4,0.47,14,32,0.65,20,28,0.41,25,30
"5",1,"Ene",2018,5,0.47,12,32,0.71,17,28,0.41,16,31
"6",1,"Ene",2018,6,0.44,12,33,0.74,16,29,0.39,12,32
"7",1,"Ene",2018,7,0.41,9,33,0.77,15,29,0.37,16,32
"8",1,"Ene",2018,8,0.37,8,33,0.79,14,29,0.34,14,32
"9",1,"Ene",2018,9,0.35,NA,33,0.78,16,29,0.32,12,32
"10",1,"Ene",2018,10,0.42,NA,34,0.73,7,28,0.3,10,32
"11",1,"Ene",2018,11,0.41,5,34,0.68,5,28,0.28,12,32
"12",1,"Ene",2018,12,0.4,5,35,0.62,4,28,0.26,12,31
"13",1,"Ene",2018,13,0.4,5,35,0.58,4,27,0.25,14,31
"14",1,"Ene",2018,14,0.39,6,35,0.55,6,27,0.24,18,31
"15",1,"Ene",2018,15,0.39,7,NA,0.53,8,26,0.24,16,30
"16",1,"Ene",2018,16,0.39,8,NA,0.52,8,26,0.23,18,30
"17",1,"Ene",2018,17,0.37,6,NA,0.51,7,26,0.24,15,30
"18",1,"Ene",2018,18,0.28,10,NA,0.51,6,25,0.23,20,30
"19",1,"Ene",2018,19,0.25,5,NA,0.52,9,26,0.23,20,31
"20",1,"Ene",2018,20,0.25,7,NA,0.54,10,26,0.24,25,31
"21",1,"Ene",2018,21,0.25,8,NA,0.56,10,27,0.25,22,31
"22",1,"Ene",2018,22,0.26,8,NA,0.57,13,26,0.26,23,30
"23",1,"Ene",2018,23,0.27,11,NA,0.58,13,25,0.28,23,29
"24",1,"Ene",2018,24,0.28,9,NA,0.6,15,25,0.29,24,28
"25",2,"Ene",2018,1,0.29,10,NA,0.62,16,24,0.3,22,26
"26",2,"Ene",2018,2,0.29,8,NA,0.63,9,23,0.31,19,22
"27",2,"Ene",2018,3,0.29,8,NA,0.63,8,21,0.31,14,19
"28",2,"Ene",2018,4,0.28,8,NA,0.62,8,19,0.31,16,18
"29",2,"Ene",2018,5,0.26,5,NA,0.6,11,18,0.31,19,17
"30",2,"Ene",2018,6,0.26,10,NA,0.6,11,18,0.32,24,17
"31",2,"Ene",2018,7,0.27,14,NA,0.59,10,17,0.34,23,17
"32",2,"Ene",2018,8,0.28,12,NA,0.6,13,17,0.36,23,17
"33",2,"Ene",2018,9,0.3,15,NA,0.62,14,17,0.38,22,18
"34",2,"Ene",2018,10,0.34,19,10,0.67,22,17,0.42,28,19
"35",2,"Ene",2018,11,0.35,21,12,0.73,29,17,0.44,30,19
"36",2,"Ene",2018,12,0.38,NA,13,0.8,31,18,0.45,31,20
"37",2,"Ene",2018,13,NA,NA,NA,0.87,30,19,0.45,29,21
"38",2,"Ene",2018,14,NA,NA,NA,0.92,24,19,0.44,27,21
"39",2,"Ene",2018,15,NA,NA,NA,0.98,26,20,0.41,29,22
"40",2,"Ene",2018,16,NA,NA,NA,1.01,27,20,0.38,30,23
"41",2,"Ene",2018,17,NA,NA,NA,1.03,26,21,0.38,33,25
"42",2,"Ene",2018,18,NA,NA,NA,1.02,27,22,0.36,34,26
"43",2,"Ene",2018,19,NA,NA,NA,1,24,23,0.37,31,27
"44",2,"Ene",2018,20,NA,NA,NA,0.98,25,24,0.36,28,27
"45",2,"Ene",2018,21,NA,NA,NA,0.95,22,24,0.35,31,29
"46",2,"Ene",2018,22,NA,NA,NA,0.93,21,26,0.35,33,31
"47",2,"Ene",2018,23,NA,NA,NA,0.92,22,28,0.34,19,33
"48",2,"Ene",2018,24,NA,NA,NA,0.9,20,30,0.32,12,36
"49",3,"Ene",2018,1,NA,NA,NA,0.86,17,31,0.3,23,37
"50",3,"Ene",2018,2,NA,NA,NA,0.81,14,31,0.26,30,37
"51",3,"Ene",2018,3,NA,NA,NA,0.76,16,32,0.22,32,37
"52",3,"Ene",2018,4,NA,NA,NA,0.71,15,32,0.21,35,38
"53",3,"Ene",2018,5,NA,NA,NA,0.67,13,32,0.22,28,38
"54",3,"Ene",2018,6,NA,NA,NA,0.63,18,32,0.24,23,38
"55",3,"Ene",2018,7,NA,NA,NA,0.58,22,32,0.28,25,38
"56",3,"Ene",2018,8,NA,NA,NA,0.54,20,32,0.33,25,38
"57",3,"Ene",2018,9,NA,NA,NA,0.53,13,33,0.37,27,39
"58",3,"Ene",2018,10,NA,NA,NA,0.53,9,33,0.41,25,40
"59",3,"Ene",2018,11,NA,NA,NA,0.53,10,33,0.44,25,41
"60",3,"Ene",2018,12,NA,NA,NA,0.54,11,32,0.48,30,41
"61",3,"Ene",2018,13,NA,NA,NA,0.55,10,32,0.5,28,42
"62",3,"Ene",2018,14,NA,NA,NA,0.55,12,32,0.5,24,42
"63",3,"Ene",2018,15,NA,NA,NA,0.56,14,33,0.48,26,44
"64",3,"Ene",2018,16,NA,NA,NA,0.58,20,33,0.46,29,46
"65",3,"Ene",2018,17,NA,NA,NA,0.6,21,33,0.43,23,46
"66",3,"Ene",2018,18,NA,NA,NA,0.63,22,35,0.41,24,48
"67",3,"Ene",2018,19,NA,NA,NA,0.66,22,35,0.4,25,47
"68",3,"Ene",2018,20,NA,NA,NA,0.68,22,35,0.39,30,48
"69",3,"Ene",2018,21,NA,NA,NA,0.71,25,35,0.38,28,47
"70",3,"Ene",2018,22,NA,NA,NA,0.74,30,34,0.38,28,46
"71",3,"Ene",2018,23,NA,NA,NA,0.77,29,34,0.4,28,45
"72",3,"Ene",2018,24,NA,NA,NA,0.8,28,34,0.42,29,44
"73",4,"Ene",2018,1,NA,NA,NA,0.8,22,34,0.44,33,45
"74",4,"Ene",2018,2,NA,NA,NA,0.8,21,35,0.43,32,46
"75",4,"Ene",2018,3,NA,NA,NA,0.78,21,36,0.41,32,46
"76",4,"Ene",2018,4,NA,NA,NA,0.78,22,37,0.39,34,47
"77",4,"Ene",2018,5,NA,NA,NA,0.77,20,37,0.36,33,48
"78",4,"Ene",2018,6,NA,NA,NA,0.74,22,37,0.35,34,48
"79",4,"Ene",2018,7,NA,NA,NA,0.72,26,38,0.33,35,49
"80",4,"Ene",2018,8,NA,NA,NA,0.7,23,39,0.31,36,50
"81",4,"Ene",2018,9,NA,NA,NA,0.7,24,40,0.31,38,50
"82",4,"Ene",2018,10,NA,NA,NA,0.71,25,41,0.33,37,51
"83",4,"Ene",2018,11,NA,NA,NA,0.72,25,42,0.35,45,51
"84",4,"Ene",2018,12,NA,NA,NA,0.73,19,42,0.37,38,52
"85",4,"Ene",2018,13,NA,NA,NA,0.74,18,43,0.37,29,54
"86",4,"Ene",2018,14,NA,NA,NA,0.75,15,44,0.37,30,56
"87",4,"Ene",2018,15,NA,NA,NA,0.75,16,45,0.34,28,57
"88",4,"Ene",2018,16,NA,NA,NA,0.75,16,46,0.32,32,57
"89",4,"Ene",2018,17,NA,NA,NA,0.75,18,46,0.3,35,57
"90",4,"Ene",2018,18,NA,NA,NA,0.74,20,46,0.28,39,57
"91",4,"Ene",2018,19,NA,NA,NA,0.75,28,46,0.29,45,57
"92",4,"Ene",2018,20,NA,NA,NA,0.77,29,46,0.31,51,57
"93",4,"Ene",2018,21,NA,NA,NA,0.8,34,46,0.36,54,58
"94",4,"Ene",2018,22,NA,NA,NA,0.86,42,46,0.43,57,59
"95",4,"Ene",2018,23,NA,NA,NA,0.91,34,46,0.49,56,60
"96",4,"Ene",2018,24,NA,NA,NA,0.95,19,45,0.52,45,61
"97",5,"Ene",2018,1,NA,NA,NA,0.95,15,45,0.58,44,61
"98",5,"Ene",2018,2,NA,NA,NA,0.93,9,44,0.59,33,61
"99",5,"Ene",2018,3,NA,NA,NA,0.9,8,43,0.57,30,61
"100",5,"Ene",2018,4,NA,NA,NA,0.86,8,43,0.55,27,61
"101",5,"Ene",2018,5,NA,NA,NA,0.79,9,42,0.51,21,61
"102",5,"Ene",2018,6,NA,NA,NA,0.72,21,43,0.46,30,62
"103",5,"Ene",2018,7,NA,NA,NA,0.68,27,44,0.41,27,61
"104",5,"Ene",2018,8,NA,NA,NA,0.65,24,44,0.38,23,60
"105",5,"Ene",2018,9,NA,NA,NA,0.66,28,44,0.33,24,59
"106",5,"Ene",2018,10,NA,NA,NA,0.7,27,45,0.32,26,58
"107",5,"Ene",2018,11,NA,NA,NA,0.75,27,46,0.32,27,57
"108",5,"Ene",2018,12,NA,NA,NA,0.81,29,46,0.34,27,56
"109",5,"Ene",2018,13,NA,NA,NA,0.86,26,44,0.37,29,54
"110",5,"Ene",2018,14,NA,NA,NA,0.88,27,42,0.37,30,56
"111",5,"Ene",2018,15,NA,NA,NA,0.89,27,40,0.34,28,57
"112",5,"Ene",2018,16,NA,NA,NA,0.9,31,38,0.32,32,57
"113",5,"Ene",2018,17,NA,NA,NA,0.91,33,37,0.3,35,57
"114",5,"Ene",2018,18,NA,NA,NA,0.94,37,36,0.28,39,57
"115",5,"Ene",2018,19,NA,NA,NA,0.92,31,34,0.29,45,57
"116",5,"Ene",2018,20,NA,NA,NA,0.9,30,34,0.31,51,57
"117",5,"Ene",2018,21,NA,NA,NA,0.89,27,33,0.36,54,58
"118",5,"Ene",2018,22,NA,NA,NA,0.89,27,33,0.43,57,59
"119",5,"Ene",2018,23,NA,NA,NA,0.86,24,32,0.49,56,60
"120",5,"Ene",2018,24,NA,NA,NA,0.83,25,31,0.52,45,61
"121",6,"Ene",2018,1,NA,NA,NA,0.83,26,31,0.58,44,61
"122",6,"Ene",2018,2,NA,NA,NA,0.8,22,32,0.59,33,61
"123",6,"Ene",2018,3,NA,NA,NA,0.78,16,32,0.57,30,61
"124",6,"Ene",2018,4,NA,NA,NA,0.74,16,32,0.55,27,61
"125",6,"Ene",2018,5,NA,NA,NA,0.71,17,33,0.51,21,61
"126",6,"Ene",2018,6,NA,NA,NA,0.68,18,NA,0.46,30,62
"127",6,"Ene",2018,7,NA,NA,NA,0.69,19,NA,0.41,27,61
"128",6,"Ene",2018,8,NA,NA,NA,0.71,23,NA,0.38,23,60
"129",6,"Ene",2018,9,NA,NA,NA,0.67,24,NA,0.33,24,59
"130",6,"Ene",2018,10,NA,NA,NA,0.62,13,NA,0.32,26,58
"131",6,"Ene",2018,11,NA,NA,NA,0.6,12,NA,0.32,27,57
"132",6,"Ene",2018,12,NA,NA,NA,0.6,13,NA,0.34,27,56
"133",6,"Ene",2018,13,NA,NA,NA,0.58,11,NA,0.35,29,53
"134",6,"Ene",2018,14,NA,NA,NA,0.57,14,NA,0.37,30,50
"135",6,"Ene",2018,15,NA,NA,NA,0.53,13,NA,0.4,29,46
"136",6,"Ene",2018,16,NA,NA,NA,0.49,11,NA,0.42,34,43
"137",6,"Ene",2018,17,NA,NA,NA,0.47,14,NA,0.49,32,40
"138",6,"Ene",2018,18,NA,NA,NA,0.46,15,NA,0.55,33,39
"139",6,"Ene",2018,19,NA,NA,NA,0.45,20,NA,0.58,36,38
"140",6,"Ene",2018,20,NA,NA,NA,0.45,24,NA,0.59,36,37
"141",6,"Ene",2018,21,NA,NA,NA,0.45,24,NA,0.61,35,36
"142",6,"Ene",2018,22,NA,NA,NA,0.45,16,NA,0.61,32,35
"143",6,"Ene",2018,23,NA,NA,NA,0.45,15,NA,0.62,35,33
"144",6,"Ene",2018,24,NA,NA,NA,0.45,12,NA,0.61,35,31
"145",7,"Ene",2018,1,NA,NA,NA,0.46,14,NA,0.57,34,30
"146",7,"Ene",2018,2,NA,NA,NA,0.47,17,NA,0.51,27,29
"147",7,"Ene",2018,3,NA,NA,NA,0.47,9,NA,0.46,20,29
"148",7,"Ene",2018,4,NA,NA,NA,0.47,6,NA,0.41,22,28
"149",7,"Ene",2018,5,NA,NA,NA,0.47,4,NA,0.37,25,27
"150",7,"Ene",2018,6,NA,NA,NA,0.48,4,NA,0.33,21,26
"151",7,"Ene",2018,7,NA,NA,NA,0.48,4,NA,0.29,23,25
"152",7,"Ene",2018,8,NA,NA,NA,0.5,4,NA,0.27,18,25
"153",7,"Ene",2018,9,NA,NA,NA,0.5,5,NA,0.25,22,25
"154",7,"Ene",2018,10,NA,NA,NA,0.5,5,NA,0.24,18,25
"155",7,"Ene",2018,11,NA,NA,NA,0.52,6,NA,0.23,22,24
"156",7,"Ene",2018,12,NA,NA,NA,0.54,7,NA,0.23,25,23
"157",7,"Ene",2018,13,NA,NA,NA,0.57,9,NA,0.27,24,19
"158",7,"Ene",2018,14,NA,NA,NA,0.61,10,NA,0.28,24,19
"159",7,"Ene",2018,15,NA,NA,NA,0.66,10,NA,0.27,20,20
"160",7,"Ene",2018,16,NA,NA,NA,0.7,8,NA,0.27,20,20
"161",7,"Ene",2018,17,NA,NA,NA,0.73,8,NA,0.27,24,20
"162",7,"Ene",2018,18,NA,NA,NA,0.76,8,21,0.29,31,20
"163",7,"Ene",2018,19,NA,NA,NA,0.78,11,22,0.3,32,21
"164",7,"Ene",2018,20,NA,NA,NA,0.79,14,22,0.31,34,21
"165",7,"Ene",2018,21,NA,NA,NA,0.8,21,21,0.34,35,21
"166",7,"Ene",2018,22,NA,NA,NA,0.8,24,21,0.37,35,21
"167",7,"Ene",2018,23,NA,NA,NA,0.81,24,21,0.41,37,22
"168",7,"Ene",2018,24,NA,NA,NA,0.82,28,21,0.44,37,22
"169",8,"Ene",2018,1,NA,NA,NA,0.8,23,19,0.46,37,22
"170",8,"Ene",2018,2,NA,NA,NA,0.79,17,19,0.47,36,22
"171",8,"Ene",2018,3,NA,NA,NA,0.77,14,19,0.46,39,22
"172",8,"Ene",2018,4,NA,NA,NA,0.75,12,19,0.45,38,22
"173",8,"Ene",2018,5,NA,NA,NA,0.73,12,19,0.43,35,23
"174",8,"Ene",2018,6,NA,NA,NA,0.7,15,19,0.41,40,23
"175",8,"Ene",2018,7,NA,NA,NA,0.67,19,19,0.39,35,23
"176",8,"Ene",2018,8,NA,NA,NA,0.64,20,19,0.38,35,23
"177",8,"Ene",2018,9,NA,NA,NA,0.63,16,19,0.37,31,24
"178",8,"Ene",2018,10,NA,NA,NA,0.62,14,20,0.37,31,25
"179",8,"Ene",2018,11,NA,NA,NA,0.62,13,20,0.38,31,26
"180",8,"Ene",2018,12,NA,NA,NA,0.62,15,20,0.39,34,28
"181",8,"Ene",2018,13,NA,NA,NA,0.63,13,20,0.4,32,28
"182",8,"Ene",2018,14,NA,NA,NA,0.63,13,20,0.41,37,28
"183",8,"Ene",2018,15,NA,NA,NA,0.63,11,20,0.43,43,28
"184",8,"Ene",2018,16,NA,NA,NA,0.63,14,19,0.41,30,29
"185",8,"Ene",2018,17,NA,NA,NA,0.63,12,19,0.4,44,29
"186",8,"Ene",2018,18,NA,NA,NA,0.63,15,18,0.4,47,28
"187",8,"Ene",2018,19,NA,NA,NA,0.65,28,18,0.41,43,28
"188",8,"Ene",2018,20,NA,NA,NA,0.7,38,19,0.39,36,29
"189",8,"Ene",2018,21,NA,NA,NA,0.74,38,19,0.37,31,29
"190",8,"Ene",2018,22,NA,NA,NA,0.76,33,19,0.37,44,29
"191",8,"Ene",2018,23,NA,NA,NA,0.81,37,19,0.34,47,30
"192",8,"Ene",2018,24,NA,NA,NA,0.83,27,20,0.36,40,31
"193",9,"Ene",2018,1,NA,NA,NA,0.83,14,20,0.36,30,31
"194",9,"Ene",2018,2,NA,NA,NA,0.82,13,20,0.33,13,31
"195",9,"Ene",2018,3,NA,NA,NA,0.79,13,20,0.31,18,31
"196",9,"Ene",2018,4,NA,NA,NA,0.73,17,20,0.31,26,31
"197",9,"Ene",2018,5,NA,NA,NA,0.68,13,20,0.31,25,30
"198",9,"Ene",2018,6,NA,NA,NA,0.64,12,20,0.28,28,30
"199",9,"Ene",2018,7,NA,NA,NA,0.58,18,20,0.27,26,30
"200",9,"Ene",2018,8,NA,NA,NA,0.55,14,20,0.27,23,30
"201",9,"Ene",2018,9,NA,NA,NA,0.55,9,20,0.28,19,30
"202",9,"Ene",2018,10,NA,8,NA,0.56,15,20,0.3,19,29
"203",9,"Ene",2018,11,NA,12,NA,0.59,19,20,0.31,20,29
"204",9,"Ene",2018,12,NA,15,NA,0.62,19,20,0.32,24,28
"205",9,"Ene",2018,13,NA,NA,NA,0.66,22,20,0.34,26,28
"206",9,"Ene",2018,14,NA,NA,NA,0.72,20,20,0.35,28,28
"207",9,"Ene",2018,15,NA,19,NA,0.79,20,20,0.36,25,28
"208",9,"Ene",2018,16,NA,26,NA,0.85,17,21,0.36,21,28
"209",9,"Ene",2018,17,NA,23,NA,0.92,18,21,0.37,27,29
"210",9,"Ene",2018,18,NA,24,NA,0.98,20,22,0.39,31,30
"211",9,"Ene",2018,19,0.14,22,NA,1.01,17,22,0.41,30,31
"212",9,"Ene",2018,20,0.14,21,NA,1.03,16,23,0.42,30,32
"213",9,"Ene",2018,21,0.15,27,NA,1.04,16,24,0.44,25,33
"214",9,"Ene",2018,22,0.15,18,NA,1.04,18,24,0.45,25,34
"215",9,"Ene",2018,23,0.15,15,NA,1.01,16,24,0.46,26,33
"216",9,"Ene",2018,24,0.15,15,NA,0.96,9,23,0.44,21,31
"217",10,"Ene",2018,1,0.15,16,NA,0.89,9,23,0.42,12,32
"218",10,"Ene",2018,2,0.14,15,NA,0.82,9,23,0.39,12,32
"219",10,"Ene",2018,3,0.12,17,NA,0.76,15,23,0.37,9,32
"220",10,"Ene",2018,4,0.1,14,NA,0.71,17,24,0.35,10,32
"221",10,"Ene",2018,5,0.08,13,NA,0.66,17,24,0.33,12,32
"222",10,"Ene",2018,6,0.07,15,NA,0.61,16,24,0.32,19,32
"223",10,"Ene",2018,7,0.06,15,NA,0.58,18,24,0.32,18,32
"224",10,"Ene",2018,8,0.07,13,NA,0.57,17,25,0.34,17,32
"225",10,"Ene",2018,9,0.08,12,NA,0.57,16,25,0.37,18,32
"226",10,"Ene",2018,10,0.11,11,NA,0.57,16,25,0.39,21,32
"227",10,"Ene",2018,11,0.13,12,NA,0.58,26,26,0.4,23,32
"228",10,"Ene",2018,12,0.16,13,NA,0.59,31,26,0.42,26,33
"229",10,"Ene",2018,13,0.18,14,NA,0.6,36,27,0.44,26,33
"230",10,"Ene",2018,14,0.2,14,21,0.61,37,27,0.46,31,34
"231",10,"Ene",2018,15,0.21,20,22,NA,NA,27,0.46,33,36
"232",10,"Ene",2018,16,0.23,24,22,NA,NA,28,0.48,34,37
"233",10,"Ene",2018,17,0.26,29,23,NA,29,28,0.53,37,38
"234",10,"Ene",2018,18,0.26,23,24,NA,30,28,0.56,36,38
"235",10,"Ene",2018,19,0.27,24,24,NA,26,29,0.59,30,38
"236",10,"Ene",2018,20,0.28,20,24,NA,19,28,0.6,35,39
"237",10,"Ene",2018,21,0.28,19,25,1.34,20,28,0.61,31,38
"238",10,"Ene",2018,22,0.28,16,26,1.33,22,27,0.61,38,36
"239",10,"Ene",2018,23,0.29,18,27,1.3,19,27,0.62,40,36
"240",10,"Ene",2018,24,0.27,15,27,1.27,17,27,0.61,34,38
"241",11,"Ene",2018,1,0.25,11,28,1.19,16,27,0.56,27,38
"242",11,"Ene",2018,2,0.22,18,28,1.1,12,28,0.51,26,38
"243",11,"Ene",2018,3,0.19,12,29,1.01,22,28,0.48,26,38
"244",11,"Ene",2018,4,0.17,7,28,0.94,12,27,0.45,25,38
"245",11,"Ene",2018,5,0.14,7,28,0.87,5,27,0.43,27,38
"246",11,"Ene",2018,6,0.13,12,28,0.8,8,27,0.41,28,39
"247",11,"Ene",2018,7,0.12,17,28,0.75,12,26,0.41,28,40
"248",11,"Ene",2018,8,0.12,17,28,0.71,13,26,0.42,31,40
"249",11,"Ene",2018,9,0.12,17,27,0.7,13,25,0.45,33,43
"250",11,"Ene",2018,10,0.14,20,28,0.71,15,25,0.45,34,44
"251",11,"Ene",2018,11,0.16,21,27,0.73,22,25,0.47,NA,45
"252",11,"Ene",2018,12,0.2,27,28,0.77,39,26,0.52,NA,46
"253",11,"Ene",2018,13,0.24,23,27,0.8,45,27,0.55,27,46
"254",11,"Ene",2018,14,0.26,18,27,0.82,36,28,0.58,28,45
"255",11,"Ene",2018,15,0.26,13,26,0.87,36,28,0.58,26,43
"256",11,"Ene",2018,16,0.26,17,26,0.88,21,27,0.55,23,41
"257",11,"Ene",2018,17,0.27,29,25,0.91,22,27,0.51,28,40
"258",11,"Ene",2018,18,0.27,25,25,0.96,26,26,0.5,27,39
"259",11,"Ene",2018,19,0.27,22,25,1.01,36,26,0.51,30,38
"260",11,"Ene",2018,20,0.26,23,25,1.02,28,26,0.52,30,37
"261",11,"Ene",2018,21,0.24,31,25,1.03,24,26,0.53,29,37
"262",11,"Ene",2018,22,0.25,29,24,1.07,32,26,0.53,21,37
"263",11,"Ene",2018,23,0.28,26,26,1.09,38,27,0.54,25,39
"264",11,"Ene",2018,24,0.28,21,27,1.11,27,28,0.56,27,38
"265",12,"Ene",2018,1,0.25,17,27,1.08,15,27,0.56,16,38
"266",12,"Ene",2018,2,0.23,27,27,1.02,13,27,0.56,12,38
"267",12,"Ene",2018,3,0.21,21,27,0.94,15,27,0.55,14,38
"268",12,"Ene",2018,4,0.19,7,27,0.89,14,27,0.51,14,38
"269",12,"Ene",2018,5,0.17,9,27,0.85,6,27,0.47,15,37
"270",12,"Ene",2018,6,0.13,13,27,0.79,7,27,0.46,19,36
"271",12,"Ene",2018,7,0.11,17,26,0.7,10,27,0.44,20,36
"272",12,"Ene",2018,8,0.11,19,26,0.67,11,27,0.43,21,35
"273",12,"Ene",2018,9,0.13,20,26,0.68,20,26,0.45,25,32
"274",12,"Ene",2018,10,0.16,22,27,0.7,29,27,0.46,26,31
"275",12,"Ene",2018,11,0.19,22,27,0.72,19,27,0.47,21,30
"276",12,"Ene",2018,12,0.22,20,27,0.75,18,26,0.48,23,29
"277",12,"Ene",2018,13,0.25,22,26,0.8,26,24,0.5,23,29
"278",12,"Ene",2018,14,0.29,26,26,0.86,32,24,0.5,20,29
"279",12,"Ene",2018,15,0.31,22,27,0.91,28,23,0.5,23,29
"280",12,"Ene",2018,16,0.31,18,28,0.97,23,24,0.51,25,29
"281",12,"Ene",2018,17,0.31,23,28,0.99,19,25,0.5,29,29
"282",12,"Ene",2018,18,0.31,26,27,1.01,25,24,0.51,29,29
"283",12,"Ene",2018,19,0.29,38,28,1.01,24,26,0.52,22,31
"284",12,"Ene",2018,20,0.28,21,28,1.02,18,25,0.53,21,31
"285",12,"Ene",2018,21,0.27,25,28,1,20,24,0.53,21,30
"286",12,"Ene",2018,22,0.25,21,27,0.98,16,24,0.55,21,30
"287",12,"Ene",2018,23,0.23,21,26,0.96,10,23,0.56,25,29
"288",12,"Ene",2018,24,0.23,17,24,0.94,11,22,0.55,20,28
"289",13,"Ene",2018,1,0.22,14,23,0.89,12,21,0.53,23,28
"290",13,"Ene",2018,2,0.2,14,23,0.84,10,20,0.51,28,27
"291",13,"Ene",2018,3,0.19,12,23,0.81,12,20,0.48,29,26
"292",13,"Ene",2018,4,0.18,16,24,0.77,23,19,0.46,29,27
"293",13,"Ene",2018,5,0.17,15,25,0.72,20,19,0.45,23,27
"294",13,"Ene",2018,6,0.16,21,25,0.67,13,20,0.43,17,26
"295",13,"Ene",2018,7,0.15,21,NA,0.63,18,20,0.42,20,26
"296",13,"Ene",2018,8,0.15,21,NA,0.61,22,20,0.4,14,25
"297",13,"Ene",2018,9,0.17,22,NA,0.62,27,20,0.41,18,25
"298",13,"Ene",2018,10,0.17,18,NA,0.65,33,20,0.41,21,25
"299",13,"Ene",2018,11,0.18,18,NA,0.66,23,20,0.41,18,25
"300",13,"Ene",2018,12,0.19,22,NA,0.65,21,20,0.4,24,24
"301",13,"Ene",2018,13,0.21,23,NA,0.65,12,20,0.41,21,24
"302",13,"Ene",2018,14,0.22,21,NA,0.65,13,20,0.4,22,24
"303",13,"Ene",2018,15,0.24,18,NA,0.65,12,19,0.39,15,23
"304",13,"Ene",2018,16,0.22,15,NA,0.63,17,17,0.39,11,23
"305",13,"Ene",2018,17,0.21,21,NA,0.62,23,18,0.38,15,24
"306",13,"Ene",2018,18,0.22,16,NA,0.61,25,19,0.38,14,24
"307",13,"Ene",2018,19,0.21,15,NA,0.62,19,16,0.38,11,20
"308",13,"Ene",2018,20,0.2,11,NA,0.63,18,16,0.38,8,19
"309",13,"Ene",2018,21,0.17,9,NA,0.65,16,16,0.37,8,20
"310",13,"Ene",2018,22,0.16,9,NA,0.66,17,17,0.36,8,20
"311",13,"Ene",2018,23,0.14,9,NA,0.68,17,17,0.35,7,21
"312",13,"Ene",2018,24,0.13,7,NA,0.69,16,18,0.34,6,21
"313",14,"Ene",2018,1,0.11,7,NA,0.71,15,22,0.32,7,22
"314",14,"Ene",2018,2,0.09,6,NA,0.72,14,25,0.3,5,23
"315",14,"Ene",2018,3,0.07,5,NA,0.74,12,26,0.27,6,23
"316",14,"Ene",2018,4,0.06,4,NA,0.73,10,27,0.25,4,23
"317",14,"Ene",2018,5,0.06,4,NA,0.73,9,28,0.24,5,24
"318",14,"Ene",2018,6,NA,4,NA,0.73,9,28,0.22,5,24
"319",14,"Ene",2018,7,NA,6,NA,0.72,10,28,0.22,6,24
"320",14,"Ene",2018,8,NA,6,NA,0.72,10,29,0.21,6,24
"321",14,"Ene",2018,9,NA,7,NA,0.69,10,NA,0.2,6,24
"322",14,"Ene",2018,10,NA,6,NA,0.67,10,NA,0.2,5,23
"323",14,"Ene",2018,11,NA,6,NA,0.64,10,NA,0.2,5,21
"324",14,"Ene",2018,12,NA,6,NA,0.65,10,NA,0.2,6,21
"325",14,"Ene",2018,13,0.03,7,NA,0.67,12,NA,0.21,6,20
"326",14,"Ene",2018,14,0.04,7,NA,0.68,12,NA,0.21,6,20
"327",14,"Ene",2018,15,0.05,7,NA,0.7,12,NA,0.22,7,20
"328",14,"Ene",2018,16,0.06,7,NA,0.72,14,NA,0.23,7,20
"329",14,"Ene",2018,17,0.07,7,NA,0.75,15,NA,0.24,7,18
"330",14,"Ene",2018,18,0.08,8,NA,0.8,15,NA,0.26,7,16
"331",14,"Ene",2018,19,0.09,8,NA,0.82,12,NA,0.26,7,17
"332",14,"Ene",2018,20,0.1,8,NA,0.83,12,NA,0.27,7,17
"333",14,"Ene",2018,21,0.1,9,NA,0.85,15,NA,0.26,7,15
"334",14,"Ene",2018,22,0.1,8,NA,0.86,14,NA,0.26,7,15
"335",14,"Ene",2018,23,0.1,9,NA,0.85,14,NA,0.25,9,14
"336",14,"Ene",2018,24,0.09,9,NA,0.86,14,NA,0.25,10,13
"337",15,"Ene",2018,1,0.09,9,NA,0.85,13,NA,0.24,9,13
"338",15,"Ene",2018,2,0.08,10,NA,0.8,12,NA,0.23,8,12
"339",15,"Ene",2018,3,0.08,9,NA,0.78,8,NA,0.23,7,12
"340",15,"Ene",2018,4,0.07,8,NA,0.75,7,NA,0.22,7,12
"341",15,"Ene",2018,5,NA,7,NA,0.7,6,NA,0.22,8,12
"342",15,"Ene",2018,6,NA,8,NA,0.67,10,NA,0.21,7,12
"343",15,"Ene",2018,7,NA,11,NA,0.67,16,NA,0.22,11,12
"344",15,"Ene",2018,8,NA,13,NA,0.68,18,NA,0.22,10,11
"345",15,"Ene",2018,9,NA,13,NA,0.72,19,NA,0.23,10,12
"346",15,"Ene",2018,10,NA,13,NA,0.76,22,NA,0.24,10,12
"347",15,"Ene",2018,11,NA,14,NA,0.83,24,NA,0.25,11,13
"348",15,"Ene",2018,12,0.19,15,NA,0.9,25,NA,0.26,10,13
