"","dia","mes","anio","hora","co_centenario","no2_centenario","pm10_centenario","co_cordoba","no2_cordoba","pm10_cordoba","co_la_boca","no2_la_boca","pm10_la_boca"
"349",15,"Ene",2019,13,0.69,12,14,1.13,24,30,0.49,17,18
"350",15,"Ene",2019,14,0.71,12,13,1.17,21,27,0.52,NA,17
"351",15,"Ene",2019,15,0.72,10,13,1.2,18,27,0.55,NA,18
"352",15,"Ene",2019,16,0.71,10,13,1.19,18,27,0.55,16,18
"353",15,"Ene",2019,17,0.71,17,13,1.18,23,30,0.57,20,19
"354",15,"Ene",2019,18,0.7,14,13,1.16,25,31,0.58,23,18
"355",15,"Ene",2019,19,0.66,15,13,1.1,28,30,0.56,26,18
"356",15,"Ene",2019,20,0.64,15,13,1.05,25,29,0.55,23,17
"357",15,"Ene",2019,21,0.63,13,13,1,20,28,0.55,21,17
"358",15,"Ene",2019,22,0.64,15,13,0.99,23,28,0.54,23,17
"359",15,"Ene",2019,23,0.67,15,13,1,24,28,0.54,23,17
"360",15,"Ene",2019,24,0.68,14,13,1,23,26,0.55,24,16
"361",16,"Ene",2019,1,0.67,13,13,0.99,21,26,0.54,23,17
"362",16,"Ene",2019,2,0.65,12,13,0.95,19,28,0.52,25,17
"363",16,"Ene",2019,3,0.63,11,13,0.89,17,28,0.51,22,17
"364",16,"Ene",2019,4,0.61,9,12,0.83,14,27,0.49,19,17
"365",16,"Ene",2019,5,0.59,7,12,0.81,13,27,0.46,13,17
"366",16,"Ene",2019,6,0.57,10,13,0.77,15,27,0.44,19,17
"367",16,"Ene",2019,7,0.54,11,13,0.73,18,28,0.42,17,17
"368",16,"Ene",2019,8,0.55,13,12,0.73,24,27,0.41,16,16
"369",16,"Ene",2019,9,0.58,16,12,0.74,24,24,0.41,16,15
"370",16,"Ene",2019,10,0.61,17,12,0.78,28,22,0.41,18,15
"371",16,"Ene",2019,11,0.63,18,12,0.83,33,20,0.42,22,15
"372",16,"Ene",2019,12,0.63,NA,12,0.91,35,19,0.45,25,15
"373",16,"Ene",2019,13,0.6,NA,12,0.96,33,20,0.47,24,16
"374",16,"Ene",2019,14,0.61,17,13,1.01,39,22,0.48,23,16
"375",16,"Ene",2019,15,0.59,17,13,1.02,37,23,0.51,38,18
"376",16,"Ene",2019,16,0.57,25,14,1,39,25,0.51,35,20
"377",16,"Ene",2019,17,0.53,28,14,0.97,32,24,0.52,41,19
"378",16,"Ene",2019,18,0.5,30,15,0.92,37,23,0.53,42,21
"379",16,"Ene",2019,19,0.5,30,16,0.87,33,24,0.55,45,23
"380",16,"Ene",2019,20,0.51,31,17,0.82,37,26,0.55,43,25
"381",16,"Ene",2019,21,0.55,36,18,0.79,41,28,0.55,56,27
"382",16,"Ene",2019,22,0.57,32,18,0.76,51,28,0.57,50,28
"383",16,"Ene",2019,23,0.62,48,19,0.77,53,29,0.57,60,29
"384",16,"Ene",2019,24,0.67,55,21,0.78,49,31,0.59,60,30
"385",17,"Ene",2019,1,0.69,45,22,0.82,57,30,0.6,75,31
"386",17,"Ene",2019,2,0.71,38,23,0.84,42,29,0.63,55,32
"387",17,"Ene",2019,3,0.73,43,24,0.89,46,31,0.64,41,34
"388",17,"Ene",2019,4,0.7,9,26,0.87,15,33,0.61,7,36
"389",17,"Ene",2019,5,0.65,5,27,0.83,12,34,0.58,5,36
"390",17,"Ene",2019,6,0.59,6,27,0.8,14,34,0.53,8,36
"391",17,"Ene",2019,7,0.51,8,27,0.77,18,35,0.48,15,36
"392",17,"Ene",2019,8,0.43,10,28,0.78,19,35,0.44,11,37
"393",17,"Ene",2019,9,0.36,9,28,0.75,19,36,0.39,12,37
"394",17,"Ene",2019,10,0.31,10,28,0.74,19,37,0.34,13,38
"395",17,"Ene",2019,11,0.27,11,29,0.7,21,39,0.28,14,39
"396",17,"Ene",2019,12,0.27,10,29,0.71,18,41,0.28,15,39
"397",17,"Ene",2019,13,0.29,10,29,0.73,17,42,0.3,14,39
"398",17,"Ene",2019,14,0.31,9,29,0.76,15,42,0.33,13,40
"399",17,"Ene",2019,15,0.32,9,30,0.78,NA,41,0.37,16,42
"400",17,"Ene",2019,16,0.33,11,30,0.73,16,41,0.39,13,41
"401",17,"Ene",2019,17,0.34,11,30,0.73,17,41,0.39,15,40
"402",17,"Ene",2019,18,0.34,10,30,0.74,17,41,0.39,14,40
"403",17,"Ene",2019,19,0.34,10,30,0.74,16,41,0.39,14,39
"404",17,"Ene",2019,20,0.33,12,30,0.75,18,41,0.39,11,38
"405",17,"Ene",2019,21,0.33,12,30,0.76,18,40,0.37,15,38
"406",17,"Ene",2019,22,0.33,11,30,0.76,20,40,0.34,18,37
"407",17,"Ene",2019,23,0.32,10,29,0.74,17,40,0.3,15,37
"408",17,"Ene",2019,24,0.3,8,29,0.73,16,39,0.27,9,36
"409",18,"Ene",2019,1,0.29,8,27,0.73,16,39,0.26,6,35
"410",18,"Ene",2019,2,0.28,7,27,0.71,16,40,0.25,7,35
"411",18,"Ene",2019,3,0.26,8,26,0.69,12,39,0.25,7,33
"412",18,"Ene",2019,4,0.25,9,24,0.67,12,36,0.26,4,31
"413",18,"Ene",2019,5,0.24,9,23,0.65,14,36,0.27,9,31
"414",18,"Ene",2019,6,0.24,11,23,0.64,17,37,0.28,17,31
"415",18,"Ene",2019,7,0.25,14,23,0.66,20,36,0.3,22,31
"416",18,"Ene",2019,8,0.26,12,23,0.71,20,36,0.33,20,31
"417",18,"Ene",2019,9,0.3,14,23,0.76,23,36,0.35,16,31
"418",18,"Ene",2019,10,0.34,14,23,0.82,23,36,0.37,14,30
"419",18,"Ene",2019,11,0.37,13,22,0.89,23,35,0.38,15,29
"420",18,"Ene",2019,12,0.4,12,22,0.95,23,34,0.4,17,28
"421",18,"Ene",2019,13,0.43,14,22,0.99,21,32,0.41,17,28
"422",18,"Ene",2019,14,0.46,12,23,1.02,23,32,0.42,21,27
"423",18,"Ene",2019,15,0.47,13,22,1.06,26,32,0.42,17,25
"424",18,"Ene",2019,16,0.48,13,22,1.06,23,32,0.44,19,25
"425",18,"Ene",2019,17,0.46,11,22,1.03,19,31,0.45,16,23
"426",18,"Ene",2019,18,0.44,11,20,0.98,17,30,0.48,21,23
"427",18,"Ene",2019,19,0.44,12,20,0.93,17,29,0.49,21,23
"428",18,"Ene",2019,20,0.43,13,19,0.89,17,28,0.5,23,22
"429",18,"Ene",2019,21,0.42,15,19,0.88,19,28,0.52,20,22
"430",18,"Ene",2019,22,0.42,17,19,0.88,19,27,0.51,22,22
"431",18,"Ene",2019,23,0.42,16,19,0.82,19,27,0.5,26,22
"432",18,"Ene",2019,24,0.41,17,19,0.78,20,26,0.49,27,22
"433",19,"Ene",2019,1,0.42,18,18,0.79,23,26,0.47,29,22
"434",19,"Ene",2019,2,0.43,18,18,0.8,23,26,0.44,30,22
"435",19,"Ene",2019,3,0.45,17,19,0.8,22,26,0.42,29,22
"436",19,"Ene",2019,4,0.45,16,20,0.81,22,27,0.41,24,23
"437",19,"Ene",2019,5,0.46,15,20,0.82,21,27,0.4,26,23
"438",19,"Ene",2019,6,0.46,16,21,0.82,22,27,0.41,27,24
"439",19,"Ene",2019,7,0.47,17,21,0.85,23,28,0.42,21,24
"440",19,"Ene",2019,8,0.48,17,21,0.9,33,28,0.44,19,24
"441",19,"Ene",2019,9,0.49,19,21,0.9,27,28,0.44,25,24
"442",19,"Ene",2019,10,0.48,17,21,0.88,17,27,0.43,15,25
"443",19,"Ene",2019,11,0.47,12,21,0.88,16,27,0.42,20,25
"444",19,"Ene",2019,12,0.47,12,21,0.87,15,26,0.41,14,24
"445",19,"Ene",2019,13,0.46,12,20,0.87,13,27,0.4,18,24
"446",19,"Ene",2019,14,0.46,9,20,0.85,10,26,0.38,15,24
"447",19,"Ene",2019,15,0.44,7,19,0.81,10,25,0.35,13,23
"448",19,"Ene",2019,16,0.42,6,19,0.77,10,23,0.32,11,23
"449",19,"Ene",2019,17,0.41,7,19,0.75,12,23,0.3,11,23
"450",19,"Ene",2019,18,0.4,7,19,0.74,10,23,0.29,15,23
"451",19,"Ene",2019,19,0.39,7,19,0.74,12,23,0.29,18,23
"452",19,"Ene",2019,20,0.39,9,19,0.75,15,23,0.29,21,23
"453",19,"Ene",2019,21,0.39,10,19,0.76,15,23,0.29,23,23
"454",19,"Ene",2019,22,0.39,13,19,0.77,15,23,0.3,22,22
"455",19,"Ene",2019,23,0.41,13,18,0.79,15,23,0.31,21,22
"456",19,"Ene",2019,24,0.42,10,18,0.8,15,22,0.33,19,21
"457",20,"Ene",2019,1,0.42,7,18,0.78,11,22,0.34,15,21
"458",20,"Ene",2019,2,0.43,6,18,0.77,7,22,0.34,11,21
"459",20,"Ene",2019,3,0.42,7,17,0.74,6,21,0.35,8,20
"460",20,"Ene",2019,4,0.41,5,16,0.7,8,21,0.35,5,20
"461",20,"Ene",2019,5,0.39,4,16,0.66,10,20,0.34,7,20
"462",20,"Ene",2019,6,0.38,5,15,0.62,8,19,0.33,8,19
"463",20,"Ene",2019,7,0.35,6,15,0.58,7,18,0.32,11,19
"464",20,"Ene",2019,8,0.34,6,14,0.53,5,17,0.31,8,19
"465",20,"Ene",2019,9,0.33,5,14,0.51,4,16,0.3,10,18
"466",20,"Ene",2019,10,0.32,4,13,0.5,5,16,0.29,7,18
"467",20,"Ene",2019,11,0.33,4,13,0.49,4,16,0.29,9,18
"468",20,"Ene",2019,12,0.33,4,12,0.48,4,15,0.29,9,18
"469",20,"Ene",2019,13,0.35,4,13,0.47,6,14,0.29,7,19
"470",20,"Ene",2019,14,0.36,5,12,0.47,7,14,0.29,10,19
"471",20,"Ene",2019,15,0.37,6,12,0.48,6,14,0.29,10,18
"472",20,"Ene",2019,16,0.37,5,12,0.49,8,14,0.3,12,18
"473",20,"Ene",2019,17,0.37,6,12,0.5,8,14,0.3,10,19
"474",20,"Ene",2019,18,0.38,6,12,0.51,8,14,0.3,12,19
"475",20,"Ene",2019,19,0.38,7,12,0.53,10,14,0.31,14,20
"476",20,"Ene",2019,20,0.39,9,12,0.56,15,15,0.31,18,20
"477",20,"Ene",2019,21,0.4,12,13,0.59,16,16,0.33,22,20
"478",20,"Ene",2019,22,0.41,13,13,0.62,18,17,0.35,24,21
"479",20,"Ene",2019,23,0.43,13,13,0.64,13,17,0.37,23,21
"480",20,"Ene",2019,24,0.45,15,13,0.65,14,16,0.39,22,21
"481",21,"Ene",2019,1,0.46,12,12,0.65,8,15,0.4,17,21
"482",21,"Ene",2019,2,0.46,8,12,0.64,7,15,0.4,15,21
"483",21,"Ene",2019,3,0.46,8,12,0.63,6,15,0.4,21,21
"484",21,"Ene",2019,4,0.46,9,12,0.61,8,15,0.4,15,21
"485",21,"Ene",2019,5,0.44,5,12,0.59,5,16,0.38,10,21
"486",21,"Ene",2019,6,0.42,6,12,0.57,7,16,0.37,16,21
"487",21,"Ene",2019,7,0.41,9,12,0.55,8,17,0.36,16,22
"488",21,"Ene",2019,8,0.41,11,12,0.55,8,17,0.37,13,22
"489",21,"Ene",2019,9,0.42,10,12,0.56,10,17,0.38,13,23
"490",21,"Ene",2019,10,0.43,10,12,0.57,9,17,0.4,14,24
"491",21,"Ene",2019,11,0.45,10,13,0.59,8,17,0.41,14,24
"492",21,"Ene",2019,12,0.47,11,13,0.6,9,17,0.42,19,24
"493",21,"Ene",2019,13,0.49,11,13,0.61,8,17,0.43,11,24
"494",21,"Ene",2019,14,0.52,13,13,0.61,8,18,0.44,10,24
"495",21,"Ene",2019,15,0.54,19,13,0.61,10,18,0.43,10,25
"496",21,"Ene",2019,16,0.55,15,14,0.61,11,19,0.43,11,25
"497",21,"Ene",2019,17,0.55,13,14,0.59,10,19,0.42,12,26
"498",21,"Ene",2019,18,0.55,12,14,0.58,11,20,0.43,14,26
"499",21,"Ene",2019,19,0.55,14,14,0.58,10,20,0.43,13,26
"500",21,"Ene",2019,20,0.56,16,14,0.57,11,20,0.43,15,25
"501",21,"Ene",2019,21,0.57,18,14,0.58,16,19,0.45,18,26
"502",21,"Ene",2019,22,0.58,18,14,0.59,16,18,0.46,21,26
"503",21,"Ene",2019,23,0.59,17,15,0.6,17,18,0.47,19,26
"504",21,"Ene",2019,24,0.6,19,15,0.62,18,19,0.47,21,26
"505",22,"Ene",2019,1,0.61,18,15,0.64,16,20,0.49,20,27
"506",22,"Ene",2019,2,0.62,15,16,0.66,15,20,0.48,19,27
"507",22,"Ene",2019,3,0.6,12,16,0.67,15,20,0.48,20,27
"508",22,"Ene",2019,4,0.58,12,16,0.68,13,20,0.47,24,28
"509",22,"Ene",2019,5,0.55,11,16,0.67,13,20,0.45,21,28
"510",22,"Ene",2019,6,0.52,13,16,0.68,13,20,0.45,19,28
"511",22,"Ene",2019,7,0.51,16,16,0.68,17,20,0.47,20,28
"512",22,"Ene",2019,8,0.5,17,16,0.68,16,20,0.49,19,29
"513",22,"Ene",2019,9,0.51,19,16,0.69,16,20,0.51,20,29
"514",22,"Ene",2019,10,0.53,21,16,0.7,17,20,0.54,26,30
"515",22,"Ene",2019,11,0.56,17,17,0.7,14,21,0.56,24,31
"516",22,"Ene",2019,12,0.59,19,17,0.69,11,21,0.57,20,32
"517",22,"Ene",2019,13,0.61,14,17,0.68,9,22,0.59,15,32
"518",22,"Ene",2019,14,0.63,14,17,0.67,13,23,0.59,13,37
"519",22,"Ene",2019,15,0.63,13,17,0.66,12,24,0.57,12,40
"520",22,"Ene",2019,16,0.63,16,17,0.65,11,24,0.55,12,40
"521",22,"Ene",2019,17,0.61,16,17,0.64,12,24,0.54,20,40
"522",22,"Ene",2019,18,0.59,18,17,0.62,15,26,0.52,21,40
"523",22,"Ene",2019,19,0.57,18,17,0.63,19,26,0.54,24,41
"524",22,"Ene",2019,20,0.56,NA,17,0.65,21,26,0.57,24,42
"525",22,"Ene",2019,21,0.56,NA,18,0.67,20,31,0.6,25,43
"526",22,"Ene",2019,22,NA,NA,18,0.7,24,31,0.62,24,44
"527",22,"Ene",2019,23,NA,NA,18,0.71,21,31,0.65,25,45
"528",22,"Ene",2019,24,NA,NA,18,0.72,18,31,0.67,29,47
"529",23,"Ene",2019,1,NA,NA,18,0.73,13,32,0.67,26,49
"530",23,"Ene",2019,2,NA,NA,NA,0.74,12,34,0.66,20,50
"531",23,"Ene",2019,3,NA,NA,NA,0.74,10,34,0.63,17,51
"532",23,"Ene",2019,4,NA,NA,NA,0.75,11,34,0.6,17,51
"533",23,"Ene",2019,5,NA,NA,NA,0.74,8,34,0.58,25,51
"534",23,"Ene",2019,6,NA,NA,NA,0.74,13,34,0.56,22,50
"535",23,"Ene",2019,7,NA,NA,NA,0.75,20,33,0.53,27,49
"536",23,"Ene",2019,8,NA,22,NA,0.77,20,34,0.51,22,48
"537",23,"Ene",2019,9,NA,20,NA,0.79,23,35,0.5,23,48
"538",23,"Ene",2019,10,NA,15,NA,0.81,20,38,0.49,20,47
"539",23,"Ene",2019,11,NA,14,NA,0.83,20,37,0.49,19,46
"540",23,"Ene",2019,12,NA,NA,NA,0.85,14,37,0.48,17,46
"541",23,"Ene",2019,13,NA,NA,NA,0.87,14,38,0.45,13,47
"542",23,"Ene",2019,14,NA,NA,NA,0.87,13,37,0.44,13,42
"543",23,"Ene",2019,15,NA,10,NA,0.89,17,35,0.44,13,39
"544",23,"Ene",2019,16,NA,13,NA,0.9,13,35,0.44,14,39
"545",23,"Ene",2019,17,NA,15,NA,0.89,15,35,0.45,14,40
"546",23,"Ene",2019,18,0.21,16,NA,0.88,15,32,0.45,15,40
"547",23,"Ene",2019,19,0.21,13,NA,0.87,15,33,0.44,16,41
"548",23,"Ene",2019,20,0.2,12,NA,0.86,13,34,0.43,19,39
"549",23,"Ene",2019,21,0.2,12,NA,0.85,15,29,0.43,16,38
"550",23,"Ene",2019,22,0.18,11,NA,0.84,12,29,0.43,15,37
"551",23,"Ene",2019,23,0.17,13,NA,0.81,12,32,0.42,15,37
"552",23,"Ene",2019,24,0.15,8,NA,0.8,11,32,0.41,13,36
"553",24,"Ene",2019,1,0.14,6,NA,0.78,8,31,0.4,15,34
"554",24,"Ene",2019,2,0.12,5,NA,0.77,9,31,0.39,14,33
"555",24,"Ene",2019,3,0.1,8,NA,0.75,7,32,0.38,14,32
"556",24,"Ene",2019,4,0.09,9,NA,0.74,10,33,0.38,9,32
"557",24,"Ene",2019,5,0.08,6,28,0.74,9,36,0.38,16,33
"558",24,"Ene",2019,6,0.07,7,28,0.74,10,39,0.38,18,34
"559",24,"Ene",2019,7,0.07,10,28,0.75,13,40,0.39,16,35
"560",24,"Ene",2019,8,0.08,12,27,0.76,12,38,0.41,18,34
"561",24,"Ene",2019,9,0.09,11,27,0.77,17,37,0.44,24,34
"562",24,"Ene",2019,10,0.1,11,27,0.81,15,34,0.46,22,34
"563",24,"Ene",2019,11,0.12,13,28,0.84,16,35,0.48,14,36
"564",24,"Ene",2019,12,0.15,13,27,0.86,12,34,0.49,13,35
"565",24,"Ene",2019,13,0.17,12,26,0.89,15,33,0.49,12,34
"566",24,"Ene",2019,14,0.2,11,26,0.93,16,34,0.5,13,35
"567",24,"Ene",2019,15,0.22,11,26,0.97,17,34,0.5,12,35
"568",24,"Ene",2019,16,0.23,13,26,0.99,14,35,0.49,11,35
"569",24,"Ene",2019,17,0.24,13,24,1.02,17,34,0.48,11,34
"570",24,"Ene",2019,18,0.26,16,24,1.01,14,36,0.46,14,34
"571",24,"Ene",2019,19,0.27,24,25,1.02,21,35,0.46,20,34
"572",24,"Ene",2019,20,0.29,25,25,1.03,26,34,0.47,24,35
"573",24,"Ene",2019,21,0.32,24,26,1.03,24,34,0.49,21,36
"574",24,"Ene",2019,22,0.32,16,26,1,14,34,0.5,16,35
"575",24,"Ene",2019,23,0.32,18,25,0.95,12,32,0.5,11,34
"576",24,"Ene",2019,24,0.32,18,26,0.92,14,32,0.49,10,34
"577",25,"Ene",2019,1,0.31,10,26,0.87,12,31,0.48,11,34
"578",25,"Ene",2019,2,0.28,6,25,0.83,5,29,0.46,11,34
"579",25,"Ene",2019,3,0.25,4,25,0.78,8,28,0.44,9,34
"580",25,"Ene",2019,4,0.2,3,25,0.74,6,27,0.43,14,34
"581",25,"Ene",2019,5,0.15,10,25,0.68,7,24,0.4,12,34
"582",25,"Ene",2019,6,0.12,13,25,0.66,7,21,0.38,14,34
"583",25,"Ene",2019,7,0.1,15,25,0.66,11,22,0.37,14,34
"584",25,"Ene",2019,8,0.1,17,24,0.66,16,24,0.38,15,34
"585",25,"Ene",2019,9,0.1,15,25,0.69,19,25,0.39,17,34
"586",25,"Ene",2019,10,0.13,16,24,0.76,29,32,0.42,19,34
"587",25,"Ene",2019,11,0.18,17,24,0.83,20,33,0.44,17,33
"588",25,"Ene",2019,12,0.22,15,24,0.91,22,36,0.47,17,34
"589",25,"Ene",2019,13,0.25,15,23,0.96,17,35,0.5,15,34
"590",25,"Ene",2019,14,0.28,13,23,0.99,15,35,0.52,14,33
"591",25,"Ene",2019,15,0.32,13,24,1,14,39,0.55,19,34
"592",25,"Ene",2019,16,0.35,13,23,1.01,14,39,0.58,18,33
"593",25,"Ene",2019,17,0.38,15,22,1,14,38,0.6,22,32
"594",25,"Ene",2019,18,0.39,15,21,0.95,15,37,0.62,20,31
"595",25,"Ene",2019,19,0.39,12,20,0.9,10,40,0.63,18,30
"596",25,"Ene",2019,20,0.41,17,20,0.88,19,38,0.63,22,29
"597",25,"Ene",2019,21,0.45,19,20,0.94,26,38,0.65,21,29
"598",25,"Ene",2019,22,0.51,21,21,1.02,27,38,0.68,21,29
"599",25,"Ene",2019,23,0.56,21,22,1.12,27,38,0.71,19,30
"600",25,"Ene",2019,24,0.63,21,22,1.22,26,39,0.75,19,30
"601",26,"Ene",2019,1,0.72,17,23,1.26,23,41,0.81,20,31
"602",26,"Ene",2019,2,0.78,16,23,1.29,21,43,0.82,15,32
"603",26,"Ene",2019,3,0.83,15,24,1.41,22,43,0.85,15,32
"604",26,"Ene",2019,4,0.87,13,24,1.49,23,44,0.9,19,33
"605",26,"Ene",2019,5,0.89,13,24,1.51,24,44,0.97,17,34
"606",26,"Ene",2019,6,0.9,13,24,1.52,23,44,1.01,16,34
"607",26,"Ene",2019,7,0.86,14,25,1.48,21,43,1,15,35
"608",26,"Ene",2019,8,0.8,15,25,1.41,23,44,0.94,15,35
"609",26,"Ene",2019,9,0.71,14,25,1.41,27,43,0.87,16,34
"610",26,"Ene",2019,10,0.64,15,25,1.41,32,37,0.82,16,33
"611",26,"Ene",2019,11,0.6,17,24,1.32,32,36,0.77,21,34
"612",26,"Ene",2019,12,0.54,18,24,1.2,30,34,0.69,22,33
"613",26,"Ene",2019,13,0.49,22,25,1.08,31,35,0.59,24,33
"614",26,"Ene",2019,14,0.44,27,25,0.98,27,36,0.51,28,34
"615",26,"Ene",2019,15,0.44,41,25,0.89,24,33,0.46,19,34
"616",26,"Ene",2019,16,0.43,21,27,0.83,16,35,0.43,11,35
"617",26,"Ene",2019,17,0.41,20,27,0.77,22,36,0.41,16,35
"618",26,"Ene",2019,18,0.4,19,28,0.72,19,37,0.4,16,36
"619",26,"Ene",2019,19,0.4,17,28,0.68,22,36,0.4,18,35
"620",26,"Ene",2019,20,0.39,16,28,0.66,25,39,0.39,14,35
"621",26,"Ene",2019,21,0.37,17,27,0.65,20,39,0.38,14,34
"622",26,"Ene",2019,22,0.36,17,26,0.65,16,37,0.38,16,33
"623",26,"Ene",2019,23,0.33,14,24,0.66,21,36,0.37,14,33
"624",26,"Ene",2019,24,0.32,11,24,0.67,16,39,0.37,17,33
"625",27,"Ene",2019,1,0.31,11,23,0.69,16,38,0.38,19,31
"626",27,"Ene",2019,2,0.3,11,22,0.72,17,37,0.4,23,30
"627",27,"Ene",2019,3,0.29,10,22,0.75,18,37,0.41,22,30
"628",27,"Ene",2019,4,0.27,10,22,0.78,15,38,0.43,22,29
"629",27,"Ene",2019,5,0.25,10,22,0.79,16,39,0.44,23,29
"630",27,"Ene",2019,6,0.24,11,22,0.82,16,41,0.44,22,30
"631",27,"Ene",2019,7,0.23,11,22,0.84,16,43,0.46,22,30
"632",27,"Ene",2019,8,0.22,9,22,0.86,13,44,0.49,18,29
"633",27,"Ene",2019,9,0.22,8,23,0.84,11,43,0.5,13,29
"634",27,"Ene",2019,10,0.22,9,21,0.82,8,43,0.5,15,28
"635",27,"Ene",2019,11,0.22,9,21,0.79,9,43,0.51,13,27
"636",27,"Ene",2019,12,0.23,11,21,0.77,8,42,0.51,12,26
"637",27,"Ene",2019,13,0.25,10,20,0.76,10,41,0.51,9,26
"638",27,"Ene",2019,14,0.26,12,19,0.74,11,40,0.51,13,24
"639",27,"Ene",2019,15,0.26,13,19,0.73,13,38,0.51,13,24
"640",27,"Ene",2019,16,0.28,16,18,0.73,11,37,0.5,7,23
"641",27,"Ene",2019,17,0.29,8,18,0.73,11,38,0.49,8,23
"642",27,"Ene",2019,18,0.3,9,18,0.74,11,37,0.5,11,23
"643",27,"Ene",2019,19,0.3,13,18,0.74,12,36,0.5,15,24
"644",27,"Ene",2019,20,0.31,12,18,0.77,22,38,0.51,18,25
"645",27,"Ene",2019,21,0.32,15,18,0.8,19,40,0.53,21,25
"646",27,"Ene",2019,22,0.33,14,19,0.82,18,43,0.55,19,27
"647",27,"Ene",2019,23,0.34,11,18,0.83,17,42,0.59,17,26
"648",27,"Ene",2019,24,0.35,10,18,0.83,18,38,0.62,21,25
"649",28,"Ene",2019,1,0.35,9,18,0.83,17,38,0.63,20,26
"650",28,"Ene",2019,2,0.35,8,18,0.83,12,38,0.63,18,25
"651",28,"Ene",2019,3,0.35,8,17,0.85,17,38,0.63,19,25
"652",28,"Ene",2019,4,0.33,6,17,0.82,9,38,0.62,15,25
"653",28,"Ene",2019,5,0.31,7,16,0.78,7,36,0.6,14,24
"654",28,"Ene",2019,6,0.3,10,15,0.77,11,32,0.59,18,22
"655",28,"Ene",2019,7,0.3,11,15,0.76,15,31,0.59,22,23
"656",28,"Ene",2019,8,0.32,11,15,0.76,13,31,0.59,20,23
"657",28,"Ene",2019,9,0.34,11,14,0.76,9,31,0.6,18,25
"658",28,"Ene",2019,10,0.35,7,14,0.76,11,32,0.61,19,26
"659",28,"Ene",2019,11,0.37,7,15,0.75,10,32,0.63,18,27
"660",28,"Ene",2019,12,0.41,11,15,0.76,10,32,0.65,20,28
"661",28,"Ene",2019,13,0.44,14,15,0.77,13,32,0.67,21,28
"662",28,"Ene",2019,14,0.46,13,15,0.77,NA,32,0.68,23,29
"663",28,"Ene",2019,15,0.48,13,16,0.77,NA,34,0.66,22,29
"664",28,"Ene",2019,16,0.49,13,16,NA,NA,34,0.66,22,30
"665",28,"Ene",2019,17,0.5,15,16,NA,NA,34,0.66,23,32
"666",28,"Ene",2019,18,0.52,18,17,NA,NA,34,0.68,25,34
"667",28,"Ene",2019,19,0.54,18,17,NA,NA,32,0.69,26,36
"668",28,"Ene",2019,20,0.55,16,17,NA,NA,NA,0.71,22,36
"669",28,"Ene",2019,21,0.56,16,18,NA,NA,NA,0.73,23,37
"670",28,"Ene",2019,22,0.56,13,18,NA,NA,NA,0.74,22,37
"671",28,"Ene",2019,23,0.55,12,18,NA,NA,NA,0.75,22,38
"672",28,"Ene",2019,24,0.53,9,19,NA,NA,NA,0.77,23,39
"673",29,"Ene",2019,1,0.5,8,19,NA,NA,NA,0.77,20,40
"674",29,"Ene",2019,2,0.46,7,19,NA,NA,NA,0.73,17,40
"675",29,"Ene",2019,3,0.42,6,19,NA,NA,NA,0.7,19,40
"676",29,"Ene",2019,4,0.38,6,19,NA,NA,NA,0.67,17,40
"677",29,"Ene",2019,5,0.34,6,19,NA,NA,NA,0.65,18,40
"678",29,"Ene",2019,6,0.31,8,19,NA,NA,NA,0.62,16,41
"679",29,"Ene",2019,7,0.31,10,19,NA,NA,NA,0.61,18,41
"680",29,"Ene",2019,8,0.32,12,19,NA,NA,NA,0.61,19,40
"681",29,"Ene",2019,9,0.36,11,19,NA,NA,NA,0.62,24,40
"682",29,"Ene",2019,10,0.39,10,20,NA,NA,NA,0.64,23,40
"683",29,"Ene",2019,11,0.43,12,20,NA,NA,NA,0.65,19,39
"684",29,"Ene",2019,12,0.47,15,21,NA,NA,NA,0.66,19,39
"685",29,"Ene",2019,13,0.51,13,21,NA,NA,NA,0.65,19,40
"686",29,"Ene",2019,14,0.54,14,21,NA,NA,NA,0.66,19,40
"687",29,"Ene",2019,15,0.57,16,21,NA,NA,NA,0.65,19,41
"688",29,"Ene",2019,16,0.57,15,22,NA,NA,NA,0.64,19,NA
"689",29,"Ene",2019,17,0.57,15,22,NA,NA,NA,0.62,21,NA
"690",29,"Ene",2019,18,0.58,18,22,NA,NA,NA,0.61,20,NA
"691",29,"Ene",2019,19,0.59,17,22,NA,NA,NA,0.62,22,NA
"692",29,"Ene",2019,20,0.57,20,23,NA,NA,NA,0.61,21,NA
"693",29,"Ene",2019,21,0.56,18,23,NA,NA,NA,0.59,18,NA
"694",29,"Ene",2019,22,0.54,16,23,NA,NA,NA,0.59,20,NA
"695",29,"Ene",2019,23,0.52,9,24,NA,NA,NA,0.59,29,NA
"696",29,"Ene",2019,24,0.5,10,23,NA,NA,NA,0.58,25,NA
"697",30,"Ene",2019,1,0.48,13,22,NA,NA,NA,0.56,23,NA
"698",30,"Ene",2019,2,0.43,6,22,NA,NA,NA,0.53,23,NA
"699",30,"Ene",2019,3,0.37,6,21,NA,NA,NA,0.5,23,NA
"700",30,"Ene",2019,4,0.34,6,21,NA,NA,NA,0.49,22,NA
"701",30,"Ene",2019,5,0.31,7,21,NA,NA,NA,0.49,24,NA
"702",30,"Ene",2019,6,0.3,10,21,NA,NA,NA,0.48,23,NA
"703",30,"Ene",2019,7,0.3,13,21,NA,NA,NA,0.5,26,NA
