"","dia","mes","anio","hora","co_centenario","no2_centenario","pm10_centenario","co_cordoba","no2_cordoba","pm10_cordoba","co_la_boca","no2_la_boca","pm10_la_boca"
"104",5,"Ene",2019,8,0.23,11,20,0.6,13,NA,0.35,17,23
"105",5,"Ene",2019,9,0.22,8,20,0.6,8,NA,0.34,18,25
"106",5,"Ene",2019,10,0.22,9,20,0.6,8,NA,0.33,17,26
"107",5,"Ene",2019,11,0.22,9,19,0.61,7,NA,0.33,17,26
"108",5,"Ene",2019,12,0.22,9,19,0.61,8,NA,0.32,18,27
"109",5,"Ene",2019,13,0.23,8,19,0.61,10,NA,0.32,16,27
"110",5,"Ene",2019,14,0.24,7,18,0.61,9,NA,0.32,15,27
"111",5,"Ene",2019,15,0.24,7,18,0.6,8,NA,0.31,14,28
"112",5,"Ene",2019,16,0.24,8,17,0.61,15,NA,0.3,15,29
"113",5,"Ene",2019,17,0.23,10,17,0.62,16,NA,0.3,16,31
"114",5,"Ene",2019,18,0.23,18,16,0.63,15,NA,0.31,16,33
"115",5,"Ene",2019,19,0.23,17,16,0.65,18,NA,0.31,13,36
"116",5,"Ene",2019,20,0.24,16,16,0.69,20,NA,0.31,14,36
"117",5,"Ene",2019,21,0.25,22,16,0.74,28,NA,0.33,28,36
"118",5,"Ene",2019,22,0.29,30,16,0.77,22,NA,0.35,22,35
"119",5,"Ene",2019,23,0.32,16,15,0.79,16,NA,0.38,19,35
"120",5,"Ene",2019,24,0.34,15,15,0.79,10,NA,0.4,17,34
"121",6,"Ene",2019,1,0.36,14,14,0.78,16,NA,0.41,15,34
"122",6,"Ene",2019,2,0.37,12,14,0.76,17,NA,0.42,15,34
"123",6,"Ene",2019,3,0.37,12,14,0.74,15,NA,0.41,14,33
"124",6,"Ene",2019,4,0.37,11,14,0.7,10,NA,0.42,22,33
"125",6,"Ene",2019,5,0.35,18,14,0.65,14,NA,0.4,25,33
"126",6,"Ene",2019,6,0.32,10,14,0.62,14,NA,0.38,20,33
"127",6,"Ene",2019,7,0.31,9,14,0.62,14,NA,0.38,21,33
"128",6,"Ene",2019,8,0.3,13,14,0.62,13,NA,0.38,21,33
"129",6,"Ene",2019,9,0.3,10,14,0.62,12,NA,0.38,21,30
"130",6,"Ene",2019,10,0.29,9,14,0.63,14,NA,0.38,19,29
"131",6,"Ene",2019,11,0.29,11,13,0.63,15,NA,0.39,25,27
"132",6,"Ene",2019,12,0.29,12,12,0.64,13,NA,0.39,25,25
"133",6,"Ene",2019,13,0.31,12,12,0.64,15,NA,0.39,23,25
"134",6,"Ene",2019,14,0.33,14,11,0.65,14,NA,0.41,23,24
"135",6,"Ene",2019,15,0.34,11,11,0.66,17,NA,0.4,11,24
"136",6,"Ene",2019,16,0.35,11,11,0.68,19,NA,0.39,15,23
"137",6,"Ene",2019,17,0.35,12,12,0.7,21,NA,0.38,13,22
"138",6,"Ene",2019,18,0.37,16,11,0.75,23,NA,0.38,14,20
"139",6,"Ene",2019,19,0.38,17,11,0.78,23,NA,0.37,21,16
"140",6,"Ene",2019,20,0.4,18,11,0.82,26,NA,0.37,21,15
"141",6,"Ene",2019,21,0.42,24,11,0.88,28,NA,0.37,27,15
"142",6,"Ene",2019,22,0.42,17,12,0.89,24,NA,0.38,30,16
"143",6,"Ene",2019,23,0.43,13,11,0.91,23,NA,0.39,25,16
"144",6,"Ene",2019,24,0.45,16,12,0.93,27,NA,0.42,29,17
"145",7,"Ene",2019,1,0.47,21,12,0.96,26,NA,0.45,31,18
"146",7,"Ene",2019,2,0.48,22,12,0.95,24,NA,0.48,33,18
"147",7,"Ene",2019,3,0.48,18,13,0.94,23,NA,0.49,25,18
"148",7,"Ene",2019,4,0.48,14,13,0.92,21,NA,0.49,29,18
"149",7,"Ene",2019,5,0.44,15,13,0.89,23,NA,0.5,29,19
"150",7,"Ene",2019,6,0.43,18,14,0.88,23,NA,0.49,32,19
"151",7,"Ene",2019,7,0.43,21,14,0.88,27,NA,0.48,28,19
"152",7,"Ene",2019,8,0.43,24,14,0.91,30,NA,0.47,28,18
"153",7,"Ene",2019,9,0.42,21,15,0.93,32,NA,0.45,26,18
"154",7,"Ene",2019,10,0.43,19,15,0.95,27,NA,0.44,24,19
"155",7,"Ene",2019,11,0.45,18,16,0.99,28,NA,0.44,24,19
"156",7,"Ene",2019,12,0.46,17,17,1.02,27,NA,0.44,25,20
"157",7,"Ene",2019,13,0.48,20,17,1.1,32,NA,0.44,23,20
"158",7,"Ene",2019,14,0.5,22,18,1.17,35,NA,0.45,27,21
"159",7,"Ene",2019,15,0.52,21,18,1.2,33,NA,0.46,30,21
"160",7,"Ene",2019,16,0.52,17,19,1.18,28,NA,0.46,23,22
"161",7,"Ene",2019,17,0.5,14,18,1.17,29,NA,0.46,21,22
"162",7,"Ene",2019,18,0.49,19,19,1.17,31,NA,0.46,25,23
"163",7,"Ene",2019,19,0.5,19,19,1.17,34,NA,0.47,27,24
"164",7,"Ene",2019,20,0.5,22,19,1.17,34,NA,0.47,30,24
"165",7,"Ene",2019,21,0.53,27,20,1.14,35,NA,0.49,34,25
"166",7,"Ene",2019,22,0.56,31,20,1.1,36,NA,0.53,35,25
"167",7,"Ene",2019,23,0.6,33,21,1.1,38,NA,0.57,33,26
"168",7,"Ene",2019,24,0.63,31,22,1.12,38,NA,0.62,35,27
"169",8,"Ene",2019,1,0.66,26,22,1.08,24,NA,0.64,28,27
"170",8,"Ene",2019,2,0.64,13,22,1.02,16,NA,0.64,22,27
"171",8,"Ene",2019,3,0.61,9,21,0.96,13,NA,0.62,21,27
"172",8,"Ene",2019,4,0.58,9,21,0.9,16,NA,0.62,27,27
"173",8,"Ene",2019,5,0.52,10,21,0.83,16,NA,0.59,22,27
"174",8,"Ene",2019,6,0.47,14,20,0.78,19,NA,0.55,23,27
"175",8,"Ene",2019,7,0.41,17,21,0.72,22,NA,0.51,22,27
"176",8,"Ene",2019,8,0.38,18,20,0.66,26,NA,0.47,24,28
"177",8,"Ene",2019,9,0.38,20,20,0.68,30,NA,0.48,25,28
"178",8,"Ene",2019,10,0.41,20,20,0.71,31,NA,0.49,24,28
"179",8,"Ene",2019,11,0.43,17,20,0.75,31,NA,0.49,22,28
"180",8,"Ene",2019,12,0.46,18,20,0.78,38,NA,0.48,21,29
"181",8,"Ene",2019,13,0.49,16,21,0.84,33,NA,0.47,17,29
"182",8,"Ene",2019,14,0.51,19,20,0.88,35,NA,0.46,24,29
"183",8,"Ene",2019,15,0.51,21,20,0.88,24,NA,0.44,23,29
"184",8,"Ene",2019,16,0.5,14,20,0.86,22,NA,0.42,22,30
"185",8,"Ene",2019,17,0.48,14,20,0.83,22,NA,0.39,24,32
"186",8,"Ene",2019,18,0.46,27,20,0.82,37,NA,0.38,27,31
"187",8,"Ene",2019,19,0.46,27,20,0.81,35,NA,0.39,34,32
"188",8,"Ene",2019,20,0.46,22,20,0.81,43,NA,0.41,35,32
"189",8,"Ene",2019,21,0.45,23,20,0.79,39,NA,0.43,36,32
"190",8,"Ene",2019,22,0.45,21,19,0.76,25,NA,0.45,30,32
"191",8,"Ene",2019,23,0.45,22,18,0.76,22,NA,0.46,25,32
"192",8,"Ene",2019,24,0.45,18,18,0.76,17,NA,0.46,21,31
"193",9,"Ene",2019,1,0.44,17,17,0.77,24,NA,0.46,18,29
"194",9,"Ene",2019,2,0.42,12,17,0.76,12,NA,0.46,17,28
"195",9,"Ene",2019,3,0.39,6,17,0.73,11,NA,0.45,14,28
"196",9,"Ene",2019,4,0.37,7,17,0.7,12,NA,0.44,14,28
"197",9,"Ene",2019,5,0.34,7,17,0.67,8,NA,0.44,23,28
"198",9,"Ene",2019,6,0.32,8,17,0.66,11,NA,0.44,19,28
"199",9,"Ene",2019,7,0.31,13,16,0.66,18,NA,0.45,20,28
"200",9,"Ene",2019,8,0.3,14,17,0.68,24,NA,0.44,23,31
"201",9,"Ene",2019,9,0.31,24,18,0.71,34,NA,0.44,24,30
"202",9,"Ene",2019,10,0.35,26,17,0.77,35,NA,0.48,22,30
"203",9,"Ene",2019,11,0.38,20,17,0.79,29,NA,0.47,18,30
"204",9,"Ene",2019,12,0.4,18,17,0.84,31,NA,0.47,19,30
"205",9,"Ene",2019,13,0.42,21,18,0.89,31,NA,0.46,19,31
"206",9,"Ene",2019,14,0.44,15,24,0.95,30,NA,0.43,17,30
"207",9,"Ene",2019,15,0.45,16,25,1.01,30,NA,0.39,16,29
"208",9,"Ene",2019,16,0.45,17,25,1.08,38,NA,0.39,18,29
"209",9,"Ene",2019,17,0.45,16,25,1.11,33,NA,0.39,20,29
"210",9,"Ene",2019,18,0.42,19,25,1.12,29,NA,0.36,20,30
"211",9,"Ene",2019,19,0.41,18,25,1.15,26,NA,0.37,26,29
"212",9,"Ene",2019,20,0.41,19,25,1.15,28,NA,0.37,27,27
"213",9,"Ene",2019,21,0.41,15,25,1.17,29,NA,0.38,23,27
"214",9,"Ene",2019,22,0.41,15,25,1.19,29,NA,0.39,26,26
"215",9,"Ene",2019,23,0.41,13,25,1.18,26,NA,0.4,16,26
"216",9,"Ene",2019,24,0.41,12,25,1.13,23,NA,0.4,20,26
"217",10,"Ene",2019,1,0.4,10,26,1.07,18,NA,0.39,17,26
"218",10,"Ene",2019,2,0.39,6,25,1,16,NA,0.38,12,27
"219",10,"Ene",2019,3,0.37,4,25,0.93,16,NA,0.35,12,27
"220",10,"Ene",2019,4,0.35,3,26,0.87,15,NA,0.33,13,27
"221",10,"Ene",2019,5,0.32,4,26,0.78,14,NA,0.31,17,27
"222",10,"Ene",2019,6,0.3,6,25,0.69,18,NA,0.3,16,26
"223",10,"Ene",2019,7,0.28,11,26,0.62,20,NA,0.29,24,26
"224",10,"Ene",2019,8,0.28,15,24,0.6,27,NA,0.28,25,24
"225",10,"Ene",2019,9,0.28,17,25,0.63,30,23,0.27,24,25
"226",10,"Ene",2019,10,0.3,16,25,0.71,32,25,0.27,22,25
"227",10,"Ene",2019,11,0.33,15,25,0.78,29,27,0.28,18,25
"228",10,"Ene",2019,12,0.35,12,25,0.86,32,29,0.29,17,25
"229",10,"Ene",2019,13,0.38,14,25,0.96,31,32,0.29,16,25
"230",10,"Ene",2019,14,0.4,12,19,1.03,26,32,0.3,11,25
"231",10,"Ene",2019,15,0.43,12,20,1.1,24,31,0.3,7,25
"232",10,"Ene",2019,16,0.44,13,20,1.18,27,33,0.29,8,25
"233",10,"Ene",2019,17,0.44,13,21,1.2,25,33,0.29,10,24
"234",10,"Ene",2019,18,0.44,14,21,1.19,27,33,0.28,12,23
"235",10,"Ene",2019,19,0.45,15,21,1.21,28,34,0.27,14,24
"236",10,"Ene",2019,20,0.45,12,22,1.17,23,35,0.27,9,24
"237",10,"Ene",2019,21,0.44,12,21,1.12,22,35,0.25,11,24
"238",10,"Ene",2019,22,0.43,10,21,1.06,22,36,0.24,11,24
"239",10,"Ene",2019,23,0.41,9,21,1.01,21,35,0.23,14,24
"240",10,"Ene",2019,24,0.39,9,20,0.9,19,35,0.22,13,23
"241",11,"Ene",2019,1,0.37,10,20,0.86,19,33,0.22,9,23
"242",11,"Ene",2019,2,0.35,7,19,0.79,18,33,0.22,7,22
"243",11,"Ene",2019,3,0.31,6,19,0.69,17,33,0.22,6,22
"244",11,"Ene",2019,4,0.29,10,19,0.65,18,33,0.22,8,22
"245",11,"Ene",2019,5,0.27,13,19,0.62,19,32,0.23,10,22
"246",11,"Ene",2019,6,0.26,16,19,0.61,21,33,0.25,25,21
"247",11,"Ene",2019,7,0.27,17,19,0.61,24,33,0.28,16,22
"248",11,"Ene",2019,8,0.29,19,20,0.64,28,33,0.31,16,20
"249",11,"Ene",2019,9,0.33,21,19,0.67,34,32,0.32,20,20
"250",11,"Ene",2019,10,0.35,17,19,0.68,26,31,0.34,25,19
"251",11,"Ene",2019,11,0.37,14,19,0.7,27,30,0.36,22,20
"252",11,"Ene",2019,12,0.38,14,19,0.72,24,28,0.36,19,19
"253",11,"Ene",2019,13,0.39,16,18,0.74,23,26,0.37,22,18
"254",11,"Ene",2019,14,0.4,15,18,0.74,21,25,0.36,19,19
"255",11,"Ene",2019,15,0.39,12,16,0.72,17,26,0.34,19,19
"256",11,"Ene",2019,16,0.37,11,16,0.69,15,24,0.32,20,20
"257",11,"Ene",2019,17,0.33,11,17,0.65,16,23,0.31,18,20
"258",11,"Ene",2019,18,0.33,12,17,0.64,18,23,0.3,18,20
"259",11,"Ene",2019,19,0.33,14,17,0.64,20,23,0.3,19,20
"260",11,"Ene",2019,20,0.34,13,17,0.63,18,22,0.3,21,20
"261",11,"Ene",2019,21,0.35,15,16,0.63,20,21,0.31,22,19
"262",11,"Ene",2019,22,0.37,16,16,0.64,20,20,0.32,24,19
"263",11,"Ene",2019,23,0.39,15,16,0.65,21,20,0.33,23,19
"264",11,"Ene",2019,24,0.41,14,16,0.65,22,20,0.34,26,19
"265",12,"Ene",2019,1,0.42,12,17,0.65,16,20,0.35,23,19
"266",12,"Ene",2019,2,0.42,10,17,0.64,13,20,0.34,18,19
"267",12,"Ene",2019,3,0.41,8,17,0.62,13,20,0.33,14,20
"268",12,"Ene",2019,4,0.4,13,18,0.61,10,20,0.32,12,20
"269",12,"Ene",2019,5,0.38,7,18,0.59,10,21,0.3,14,20
"270",12,"Ene",2019,6,0.36,8,18,0.56,14,21,0.29,11,21
"271",12,"Ene",2019,7,0.35,9,17,0.55,11,22,0.27,15,21
"272",12,"Ene",2019,8,0.34,9,17,0.54,11,22,0.26,12,21
"273",12,"Ene",2019,9,0.33,7,17,0.54,12,23,0.25,10,21
"274",12,"Ene",2019,10,0.34,6,17,0.54,12,22,0.25,11,22
"275",12,"Ene",2019,11,0.35,7,16,0.54,8,21,0.25,10,22
"276",12,"Ene",2019,12,0.38,8,16,0.54,10,20,0.26,10,22
"277",12,"Ene",2019,13,0.4,8,16,0.55,9,19,0.26,10,22
"278",12,"Ene",2019,14,0.41,6,16,0.56,9,18,0.26,11,22
"279",12,"Ene",2019,15,0.41,7,16,0.56,9,17,0.26,9,21
"280",12,"Ene",2019,16,0.41,9,15,0.57,11,17,0.25,10,21
"281",12,"Ene",2019,17,0.41,8,15,0.58,12,17,0.24,9,21
"282",12,"Ene",2019,18,0.41,9,13,0.6,12,17,0.24,10,21
"283",12,"Ene",2019,19,0.4,10,12,0.61,14,17,0.25,14,23
"284",12,"Ene",2019,20,0.4,18,13,0.64,16,18,0.27,16,22
"285",12,"Ene",2019,21,0.41,22,13,0.66,18,19,0.31,21,22
"286",12,"Ene",2019,22,0.43,18,13,0.69,18,20,0.34,21,23
"287",12,"Ene",2019,23,0.45,16,14,0.72,20,22,0.35,21,23
"288",12,"Ene",2019,24,0.47,12,14,0.74,18,29,0.37,22,24
"289",13,"Ene",2019,1,0.49,14,13,0.74,15,30,0.4,19,24
"290",13,"Ene",2019,2,0.5,9,13,0.74,15,30,0.42,15,24
"291",13,"Ene",2019,3,0.5,8,13,0.72,9,30,0.43,13,24
"292",13,"Ene",2019,4,0.49,5,13,0.71,10,30,0.42,9,24
"293",13,"Ene",2019,5,0.47,5,12,0.69,9,29,0.41,9,24
"294",13,"Ene",2019,6,0.45,7,12,0.66,9,29,0.4,10,23
"295",13,"Ene",2019,7,0.43,8,12,0.64,10,28,0.41,9,23
"296",13,"Ene",2019,8,0.41,6,12,0.61,10,27,0.42,11,22
"297",13,"Ene",2019,9,0.4,9,12,0.61,17,26,0.42,17,22
"298",13,"Ene",2019,10,0.4,11,11,0.62,17,27,0.42,21,21
"299",13,"Ene",2019,11,0.41,13,11,0.65,22,27,0.44,18,21
"300",13,"Ene",2019,12,0.43,11,10,0.66,16,28,0.45,15,20
"301",13,"Ene",2019,13,0.44,10,10,0.67,15,27,0.46,14,20
"302",13,"Ene",2019,14,0.47,10,10,0.68,14,27,0.47,17,19
"303",13,"Ene",2019,15,0.49,9,9,0.69,17,27,0.48,12,19
"304",13,"Ene",2019,16,0.5,7,9,0.7,12,27,0.48,14,18
"305",13,"Ene",2019,17,0.51,7,9,0.7,12,26,0.48,13,17
"306",13,"Ene",2019,18,0.51,8,9,0.7,12,25,0.48,11,16
"307",13,"Ene",2019,19,0.52,8,9,0.69,13,25,0.47,14,14
"308",13,"Ene",2019,20,0.54,10,8,0.69,17,24,0.47,19,14
"309",13,"Ene",2019,21,0.55,12,9,0.72,19,24,0.47,19,15
"310",13,"Ene",2019,22,0.55,16,8,0.74,18,24,0.46,17,15
"311",13,"Ene",2019,23,0.55,17,8,0.76,22,23,0.46,31,15
"312",13,"Ene",2019,24,0.57,20,9,0.79,29,16,0.47,31,14
"313",14,"Ene",2019,1,0.59,14,9,0.82,26,16,0.47,28,14
"314",14,"Ene",2019,2,0.6,14,10,0.85,23,17,0.47,25,15
"315",14,"Ene",2019,3,0.59,14,10,0.86,21,18,0.46,22,16
"316",14,"Ene",2019,4,0.57,13,10,0.86,20,19,0.45,19,16
"317",14,"Ene",2019,5,0.57,12,10,0.84,17,20,0.44,22,16
"318",14,"Ene",2019,6,0.55,13,12,0.84,19,22,0.44,22,17
"319",14,"Ene",2019,7,0.54,14,13,0.86,22,23,0.44,17,18
"320",14,"Ene",2019,8,0.54,15,14,0.92,25,25,0.43,15,18
"321",14,"Ene",2019,9,0.55,14,15,0.95,32,26,0.44,15,18
"322",14,"Ene",2019,10,0.57,16,15,0.99,35,25,0.44,17,18
"323",14,"Ene",2019,11,0.59,14,16,1.05,39,26,0.44,18,18
"324",14,"Ene",2019,12,0.6,15,17,1.09,28,27,0.44,16,18
"325",14,"Ene",2019,13,0.61,17,17,1.13,26,27,0.44,14,19
"326",14,"Ene",2019,14,0.63,13,18,1.14,23,30,0.44,14,20
"327",14,"Ene",2019,15,0.63,9,18,1.13,18,30,0.43,14,20
"328",14,"Ene",2019,16,0.62,8,18,1.05,15,30,0.42,12,20
"329",14,"Ene",2019,17,0.61,8,18,1.01,16,31,0.41,13,21
"330",14,"Ene",2019,18,0.58,10,19,0.95,14,33,0.41,13,21
"331",14,"Ene",2019,19,0.57,12,19,0.92,18,33,0.42,14,22
"332",14,"Ene",2019,20,0.56,11,19,0.9,17,33,0.42,16,21
"333",14,"Ene",2019,21,0.55,11,19,0.88,17,33,0.42,16,21
"334",14,"Ene",2019,22,0.54,9,19,0.85,14,33,0.42,15,20
"335",14,"Ene",2019,23,0.53,10,18,0.85,19,33,0.41,20,20
"336",14,"Ene",2019,24,0.52,11,19,0.84,17,35,0.42,20,20
"337",15,"Ene",2019,1,0.51,11,19,0.82,12,34,0.43,13,19
"338",15,"Ene",2019,2,0.5,6,18,0.79,10,33,0.42,14,18
"339",15,"Ene",2019,3,0.48,4,18,0.74,10,32,0.4,12,18
"340",15,"Ene",2019,4,0.46,5,18,0.71,10,31,0.39,14,17
"341",15,"Ene",2019,5,0.45,5,18,0.67,11,30,0.39,16,17
"342",15,"Ene",2019,6,0.44,6,16,0.65,12,28,0.38,16,17
"343",15,"Ene",2019,7,0.44,8,15,0.63,17,27,0.4,17,16
"344",15,"Ene",2019,8,0.47,13,14,0.67,23,26,0.4,12,16
"345",15,"Ene",2019,9,0.49,12,14,0.72,24,28,0.4,12,17
"346",15,"Ene",2019,10,0.54,14,14,0.81,30,29,0.42,17,17
"347",15,"Ene",2019,11,0.61,17,14,0.95,31,29,0.45,17,18
"348",15,"Ene",2019,12,0.66,14,14,1.06,27,30,0.48,15,18
